ticket_id,created_at,category,priority,assigned_tech_id,resolved_at,resolution_hours,sla_target_hours,sla_breached,reopened
HD-00833,2025-08-21T08:23,Network & VPN,Low,T07,2025-08-22T11:32,27.16,48,False,True
HD-00825,2025-08-21T11:01,Hardware,Medium,T02,2025-08-21T15:25,4.41,24,False,False
HD-00821,2025-08-22T08:40,Email & Calendar,Medium,T07,2025-08-22T12:32,3.86,24,False,False
HD-00838,2025-08-22T11:01,Network & VPN,Critical,T03,2025-08-22T19:51,8.84,4,True,False
HD-00813,2025-08-22T12:47,Password Reset,Medium,T04,2025-08-22T13:31,0.73,24,False,False
HD-00809,2025-08-22T13:09,Password Reset,High,T05,2025-08-22T13:51,0.7,8,False,False
HD-00839,2025-08-22T14:44,Network & VPN,Medium,T02,2025-08-23T05:16,14.53,24,False,False
HD-00819,2025-08-22T15:50,Email & Calendar,Medium,T02,2025-08-22T17:35,1.75,24,False,False
HD-00824,2025-08-22T16:57,Hardware,Low,T03,2025-08-22T21:36,4.65,48,False,False
HD-00858,2025-08-25T10:34,Email & Calendar,High,T03,2025-08-25T14:32,3.98,8,False,False
HD-00859,2025-08-25T14:03,Email & Calendar,Critical,T08,2025-08-25T15:55,1.87,4,False,False
HD-00853,2025-08-25T15:41,Email & Calendar,Medium,T02,2025-08-25T19:12,3.52,24,False,False
HD-00851,2025-08-25T16:11,Account Access,Medium,T08,2025-08-25T20:28,4.29,24,False,True
HD-00848,2025-08-25T16:51,Password Reset,Medium,T08,2025-08-25T17:25,0.58,24,False,False
HD-00849,2025-08-25T16:53,Password Reset,Medium,T01,2025-08-25T17:11,0.31,24,False,False
HD-00854,2025-08-26T09:03,Email & Calendar,Low,T06,2025-08-26T14:36,5.54,48,False,False
HD-00872,2025-08-26T09:15,Software Install,Medium,T02,2025-08-26T17:17,8.04,24,False,False
HD-00869,2025-08-26T10:59,Hardware,Low,T02,2025-08-26T17:45,6.77,48,False,True
HD-00862,2025-08-26T12:33,Hardware,Critical,T03,2025-08-26T14:58,2.41,4,False,False
HD-00840,2025-08-26T13:33,Password Reset,High,T02,2025-08-26T14:27,0.9,8,False,False
HD-00873,2025-08-26T14:53,Software Install,Medium,T07,2025-08-26T20:44,5.84,24,False,False
HD-00876,2025-08-26T15:38,Network & VPN,Medium,T04,2025-08-27T13:17,21.65,24,False,False
HD-00842,2025-08-27T09:10,Password Reset,Low,T07,2025-08-27T10:34,1.4,48,False,False
HD-00846,2025-08-27T10:00,Password Reset,Critical,T02,2025-08-27T10:26,0.43,4,False,False
HD-00861,2025-08-27T10:13,Email & Calendar,Critical,T03,2025-08-27T12:45,2.54,4,False,False
HD-00870,2025-08-27T11:42,Hardware,Low,T05,2025-08-27T20:03,8.35,48,False,False
HD-00867,2025-08-27T12:27,Hardware,Medium,T04,2025-08-27T14:23,1.92,24,False,False
HD-00845,2025-08-27T12:45,Password Reset,High,T07,2025-08-27T13:30,0.76,8,False,False
HD-00852,2025-08-27T13:56,Account Access,Medium,T08,2025-08-27T19:05,5.16,24,False,False
HD-00860,2025-08-27T14:58,Email & Calendar,High,T06,2025-08-27T20:05,5.11,8,False,False
HD-00856,2025-08-27T16:24,Email & Calendar,High,T04,2025-08-27T22:29,6.07,8,False,False
HD-00843,2025-08-28T08:33,Password Reset,Critical,T05,2025-08-28T09:12,0.66,4,False,False
HD-00857,2025-08-28T10:36,Email & Calendar,Low,T06,2025-08-28T16:04,5.46,48,False,False
HD-00841,2025-08-28T11:21,Password Reset,Low,T06,2025-08-28T12:17,0.93,48,False,True
HD-00850,2025-08-28T12:24,Password Reset,High,T08,2025-08-28T12:36,0.21,8,False,False
HD-00874,2025-08-28T12:38,Software Install,Low,T02,2025-08-29T00:14,11.6,48,False,False
HD-00855,2025-08-28T12:41,Email & Calendar,Medium,T01,2025-08-28T15:15,2.57,24,False,True
HD-00877,2025-08-28T13:01,Network & VPN,High,T06,2025-08-28T18:26,5.42,8,False,False
HD-00847,2025-08-28T14:28,Password Reset,Low,T07,2025-08-28T15:06,0.62,48,False,False
HD-00871,2025-08-29T09:55,Software Install,Medium,T04,2025-08-29T17:48,7.88,24,False,False
HD-00844,2025-08-29T10:39,Password Reset,Low,T07,2025-08-29T11:38,0.98,48,False,True
HD-00864,2025-08-29T11:18,Hardware,Critical,T04,2025-08-29T12:38,1.34,4,False,False
HD-00866,2025-08-29T12:12,Hardware,Medium,T01,2025-08-29T20:02,7.83,24,False,False
HD-00865,2025-08-29T12:34,Hardware,High,T07,2025-08-29T16:12,3.62,8,False,False
HD-00868,2025-08-29T14:01,Hardware,Low,T08,2025-08-29T19:23,5.37,48,False,False
HD-00863,2025-08-29T15:29,Hardware,Low,T05,2025-08-29T23:16,7.78,48,False,True
HD-00875,2025-08-29T16:56,Network & VPN,Critical,T03,2025-08-30T12:09,19.21,4,True,False
