order_id,warehouse,category,order_date,promised_ship_date,actual_ship_date,status,units
WO0006839,Midwest-2,Apparel,2026-08-09,08/12/2026,2026-08-11,SHIPPED,4
WO0006840,Midwest-2,Apparel,2026-08-09,2026-08-10,,Canceled,10
WO0006841,West-3,Outdoor,08/09/2026,08/10/2026,08/11/2026,Delayed,3
WO0006842,West-3,Outdoor,08/09/2026,08/12/2026,08/11/2026,shipped,9
WO0006843,South-4,Outdoor,08/09/2026,2026-08-12,08/11/2026,Shipped,5
WO0006844,South-4,Apparel,2026-08-09,08/10/2026,08/09/2026, Shipped,7
WO0006845,Northeast-1,Apparel,08/09/2026,2026-08-12,2026-08-11, Shipped,11
WO0006846,Midwest-2,Office Supplies,2026-08-09,08/12/2026,2026-08-12, Shipped,9
WO0006847,West-3,Outdoor,08/09/2026,2026-08-11,,Canceled,2
WO0006848,Northeast-1,Office Supplies,2026-08-09,2026-08-11,08/11/2026,Shipped,6
WO0006849,Midwest-2,Office Supplies,08/09/2026,2026-08-10,2026-08-09,Shipped,3
WO0006850,Northeast-1,Outdoor,2026-08-10,2026-08-12,08/12/2026,Shipped,10
WO0006851,West-3,Home Goods,08/10/2026,2026-08-12,2026-08-16,Delayed,4
WO0006852,South-4,Outdoor,2026-08-10,08/11/2026,08/11/2026,SHIPPED,5
WO0006852,South-4,Outdoor,2026-08-10,08/11/2026,08/11/2026,SHIPPED,5
WO0006853,Northeast-1,Office Supplies,08/10/2026,08/13/2026,2026-08-13,SHIPPED,8
WO0006854,West-3,Apparel,2026-08-10,08/13/2026,2026-08-13,SHIPPED,6
WO0006855,Northeast-1,Outdoor,2026-08-10,08/13/2026,08/12/2026,shipped,3
WO0006856,West-3,Home Goods,2026-08-10,08/13/2026,2026-08-13,Shipped,11
WO0006857,South-4,Home Goods,2026-08-10,08/13/2026,08/12/2026, Shipped,1
WO0006858,West-3,Office Supplies,08/10/2026,08/12/2026,08/11/2026, Shipped,8
WO0006859,Midwest-2,Apparel,08/10/2026,08/11/2026,2026-08-11,Shipped,6
WO0006860,Midwest-2,Apparel,08/10/2026,08/11/2026,08/11/2026,shipped,10
WO0006861,Northeast-1,Home Goods,08/10/2026,2026-08-12,2026-08-11,shipped,5
WO0006862,South-4,Outdoor,2026-08-10,08/13/2026,08/13/2026,Shipped,5
WO0006863,West-3,Apparel,08/10/2026,2026-08-13,2026-08-12,shipped,3
WO0006864,South-4,Home Goods,2026-08-10,2026-08-11,2026-08-11, Shipped,9
WO0006865,West-3,Electronics,2026-08-10,08/12/2026,08/15/2026,delayed,2
WO0006866,Midwest-2,Apparel,08/10/2026,2026-08-13,08/12/2026,Shipped,4
WO0006867,Midwest-2,Electronics,08/10/2026,2026-08-11,2026-08-11,SHIPPED,4
WO0006868,West-3,Home Goods,08/10/2026,08/13/2026,08/12/2026,shipped,10
WO0006869,West-3,Apparel,08/10/2026,2026-08-13,2026-08-13,Shipped,5
WO0006870,West-3,Outdoor,2026-08-10,08/13/2026,2026-08-13,shipped,7
WO0006871,Northeast-1,Office Supplies,08/10/2026,2026-08-12,08/11/2026, Shipped,5
WO0006872,Northeast-1,Home Goods,08/10/2026,08/13/2026,,delayed,10
WO0006873,West-3,Office Supplies,2026-08-10,08/12/2026,2026-08-12,shipped,11
WO0006874,West-3,Home Goods,08/10/2026,08/11/2026,2026-08-11,Shipped,7
WO0006875,Midwest-2,Electronics,2026-08-10,2026-08-11,2026-08-10,Shipped,3
WO0006876,Midwest-2,Office Supplies,08/10/2026,2026-08-11,2026-08-10,SHIPPED,1
WO0006877,South-4,Home Goods,2026-08-10,08/13/2026,2026-08-12, Shipped,9
WO0006878,Northeast-1,Apparel,2026-08-10,08/12/2026,2026-08-12,SHIPPED,1
WO0006879,West-3,Apparel,08/10/2026,08/12/2026,08/12/2026,shipped,5
WO0006880,Midwest-2,Apparel,08/10/2026,2026-08-11,08/11/2026,SHIPPED,11
WO0006881,West-3,Apparel,08/10/2026,08/12/2026,08/11/2026,Shipped,10
WO0006882,West-3,Electronics,08/10/2026,08/12/2026,2026-08-11,shipped,9
WO0006883,Midwest-2,Office Supplies,2026-08-10,2026-08-13,2026-08-13,SHIPPED,11
WO0006884,South-4,Home Goods,2026-08-10,08/12/2026,08/11/2026,Shipped,8
WO0006885,Northeast-1,Office Supplies,08/10/2026,08/12/2026,2026-08-11, Shipped,7
WO0006886,Midwest-2,Outdoor,2026-08-10,2026-08-11,2026-08-11,Shipped,7
WO0006887,West-3,Home Goods,2026-08-10,08/12/2026,08/11/2026,SHIPPED,2
WO0006888,South-4,Office Supplies,08/10/2026,08/13/2026,2026-08-13,Shipped,10
WO0006888,South-4,Office Supplies,08/10/2026,08/13/2026,2026-08-13,Shipped,10
WO0006889,South-4,Outdoor,08/10/2026,2026-08-11,08/10/2026,SHIPPED,6
WO0006890,West-3,Outdoor,08/10/2026,08/12/2026,2026-08-11, Shipped,5
WO0006891,South-4,Home Goods,08/10/2026,08/12/2026,08/11/2026,SHIPPED,5
WO0006892,Midwest-2,Home Goods,2026-08-10,2026-08-12,2026-08-11,Shipped,10
WO0006893,Midwest-2,Office Supplies,08/10/2026,2026-08-13,08/12/2026,SHIPPED,10
WO0006894,Northeast-1,Outdoor,2026-08-10,08/13/2026,2026-08-13,SHIPPED,4
WO0006895,Midwest-2,Electronics,2026-08-10,2026-08-12,,delayed,10
WO0006896,Midwest-2,Apparel,08/10/2026,08/11/2026,08/10/2026, Shipped,4
WO0006897,Midwest-2,Electronics,2026-08-10,08/13/2026,08/13/2026,SHIPPED,9
WO0006898,Northeast-1,Electronics,08/10/2026,08/11/2026,08/10/2026, Shipped,5
WO0006899,Northeast-1,Home Goods,08/10/2026,08/13/2026,2026-08-13,SHIPPED,11
WO0006900,Midwest-2,Electronics,2026-08-10,08/13/2026,2026-08-12,SHIPPED,9
WO0006901,West-3,Outdoor,08/10/2026,08/11/2026,2026-08-11,shipped,4
WO0006902,West-3,Outdoor,2026-08-10,08/11/2026,08/10/2026,SHIPPED,11
WO0006903,West-3,Apparel,2026-08-10,08/12/2026,08/11/2026,shipped,8
WO0006904,West-3,Office Supplies,08/10/2026,2026-08-13,08/12/2026,SHIPPED,7
WO0006905,Midwest-2,Office Supplies,08/10/2026,2026-08-11,2026-08-11, Shipped,2
WO0006906,Midwest-2,Outdoor,2026-08-10,2026-08-13,2026-08-12,Shipped,7
WO0006907,Midwest-2,Electronics,08/10/2026,08/12/2026,08/11/2026,shipped,11
WO0006908,South-4,Office Supplies,2026-08-10,2026-08-11,,delayed,9
WO0006909,Midwest-2,Office Supplies,2026-08-10,2026-08-13,2026-08-13,Shipped,4
WO0006910,Midwest-2,Electronics,2026-08-10,2026-08-11,2026-08-10,SHIPPED,7
WO0006911,Midwest-2,Apparel,08/10/2026,08/11/2026,08/11/2026,SHIPPED,3
WO0006912,Midwest-2,Apparel,08/10/2026,08/11/2026,2026-08-11,Shipped,11
WO0006913,South-4,Apparel,2026-08-10,2026-08-13,08/12/2026,Shipped,5
WO0006914,Midwest-2,Home Goods,2026-08-10,08/11/2026,2026-08-10, Shipped,7
WO0006915,Midwest-2,Outdoor,08/10/2026,08/13/2026,08/13/2026,shipped,10
WO0006916,Midwest-2,Electronics,2026-08-10,08/13/2026,,Delayed,4
WO0006917,West-3,Apparel,2026-08-10,2026-08-11,2026-08-11,SHIPPED,5
WO0006918,West-3,Home Goods,2026-08-10,2026-08-13,08/12/2026, Shipped,9
WO0006919,West-3,Electronics,2026-08-10,08/13/2026,08/13/2026, Shipped,4
WO0006920,West-3,Office Supplies,2026-08-10,08/11/2026,2026-08-10,SHIPPED,11
WO0006921,West-3,Electronics,08/10/2026,08/11/2026,08/11/2026,SHIPPED,6
WO0006922,West-3,Apparel,08/10/2026,08/11/2026,2026-08-10,SHIPPED,3
WO0006923,Midwest-2,Home Goods,2026-08-10,08/12/2026,08/12/2026, Shipped,2
WO0006924,South-4,Apparel,2026-08-10,2026-08-11,08/11/2026,Shipped,2
WO0006925,Midwest-2,Office Supplies,2026-08-10,08/12/2026,2026-08-11, Shipped,7
WO0006926,Northeast-1,Office Supplies,2026-08-10,2026-08-12,08/11/2026, Shipped,1
WO0006927,Northeast-1,Outdoor,08/10/2026,2026-08-11,08/10/2026,SHIPPED,8
WO0006928,South-4,Apparel,08/10/2026,08/11/2026,2026-08-10, Shipped,2
WO0006929,South-4,Apparel,08/10/2026,08/11/2026,2026-08-10, Shipped,2
WO0006930,West-3,Apparel,2026-08-10,08/12/2026,2026-08-11, Shipped,6
WO0006931,Northeast-1,Apparel,2026-08-10,2026-08-12,2026-08-12,Shipped,11
WO0006932,West-3,Electronics,08/10/2026,2026-08-12,2026-08-11,SHIPPED,4
WO0006933,South-4,Apparel,08/10/2026,08/12/2026,08/12/2026,Shipped,9
WO0006934,Midwest-2,Electronics,08/10/2026,2026-08-13,,DELAYED,9
WO0006935,Northeast-1,Home Goods,2026-08-10,2026-08-11,08/11/2026,shipped,7
WO0006936,Northeast-1,Outdoor,08/10/2026,08/11/2026,08/10/2026,Shipped,3
WO0006937,Northeast-1,Home Goods,08/10/2026,2026-08-13,2026-08-12,shipped,4
WO0006938,South-4,Home Goods,2026-08-10,2026-08-12,2026-08-11,SHIPPED,6
WO0006939,Northeast-1,Home Goods,08/10/2026,08/12/2026,08/12/2026,shipped,11
WO0006940,South-4,Home Goods,08/10/2026,2026-08-12,08/11/2026, Shipped,9
WO0006941,Midwest-2,Home Goods,2026-08-10,2026-08-12,2026-08-12,SHIPPED,10
WO0006942,South-4,Apparel,08/10/2026,2026-08-13,2026-08-13,Shipped,4
WO0006943,West-3,Office Supplies,2026-08-10,2026-08-12,08/11/2026,Shipped,10
WO0006944,Midwest-2,Apparel,2026-08-10,08/11/2026,08/10/2026,Shipped,8
WO0006945,South-4,Apparel,2026-08-10,08/13/2026,2026-08-12,shipped,11
WO0006946,West-3,Home Goods,2026-08-10,08/12/2026,2026-08-11,shipped,8
WO0006947,South-4,Apparel,08/10/2026,2026-08-11,08/10/2026,Shipped,11
WO0006948,South-4,Outdoor,2026-08-10,08/12/2026,2026-08-12,SHIPPED,9
WO0006949,Midwest-2,Office Supplies,2026-08-10,2026-08-12,2026-08-11, Shipped,2
WO0006950,Northeast-1,Home Goods,08/10/2026,2026-08-13,08/12/2026,Shipped,11
WO0006951,West-3,Outdoor,08/10/2026,08/12/2026,2026-08-11,shipped,10
WO0006952,Midwest-2,Electronics,08/10/2026,2026-08-12,2026-08-12,SHIPPED,11
WO0006953,Midwest-2,Outdoor,08/10/2026,08/12/2026,08/12/2026,Shipped,10
WO0006954,Midwest-2,Apparel,08/10/2026,2026-08-13,08/13/2026,Shipped,6
WO0006955,West-3,Office Supplies,08/10/2026,08/11/2026,08/11/2026, Shipped,7
WO0006956,Northeast-1,Office Supplies,2026-08-10,08/12/2026,2026-08-12,shipped,2
WO0006957,Northeast-1,Electronics,2026-08-10,2026-08-12,2026-08-11,SHIPPED,1
WO0006958,South-4,Office Supplies,08/10/2026,08/11/2026,08/11/2026,Shipped,9
WO0006959,Midwest-2,Office Supplies,2026-08-10,08/11/2026,08/11/2026,SHIPPED,3
WO0006960,West-3,Office Supplies,08/10/2026,08/11/2026,2026-08-10,Shipped,9
WO0006961,,Office Supplies,08/10/2026,08/11/2026,2026-08-10,Shipped,9
WO0006962,West-3,Electronics,2026-08-10,2026-08-13,08/13/2026,Shipped,1
WO0006963,South-4,Apparel,2026-08-10,2026-08-11,08/11/2026, Shipped,7
WO0006964,South-4,Office Supplies,08/10/2026,08/12/2026,08/12/2026,Shipped,11
WO0006965,Midwest-2,Electronics,08/10/2026,2026-08-12,08/11/2026, Shipped,11
WO0006966,Midwest-2,Office Supplies,08/10/2026,08/13/2026,2026-08-13,SHIPPED,4
WO0006967,West-3,Home Goods,2026-08-10,08/13/2026,2026-08-13,Shipped,6
WO0006968,West-3,Office Supplies,2026-08-10,08/13/2026,,delayed,10
WO0006969,Northeast-1,Office Supplies,08/10/2026,2026-08-12,08/11/2026, Shipped,6
WO0006970,Northeast-1,Outdoor,2026-08-10,08/12/2026,2026-08-12,shipped,7
WO0006971,West-3,Home Goods,2026-08-10,2026-08-13,2026-08-13,Shipped,7
WO0006972,West-3,Electronics,2026-08-10,2026-08-12,08/11/2026, Shipped,4
WO0006973,West-3,Electronics,2026-08-10,2026-08-11,2026-08-11,shipped,7
WO0006974,Midwest-2,Apparel,2026-08-10,08/12/2026,08/11/2026, Shipped,11
WO0006975,South-4,Home Goods,08/10/2026,2026-08-12,2026-08-12, Shipped,6
WO0006976,South-4,Home Goods,08/10/2026,2026-08-13,2026-08-13,SHIPPED,2
WO0006977,Northeast-1,Electronics,2026-08-10,08/13/2026,,Delayed,9
WO0006978,Midwest-2,Outdoor,2026-08-10,08/12/2026,2026-08-12,SHIPPED,1
WO0006979,Northeast-1,Office Supplies,2026-08-10,08/11/2026,2026-08-11,Shipped,1
WO0006980,Northeast-1,Home Goods,2026-08-10,2026-08-13,08/13/2026,SHIPPED,10
WO0006981,South-4,Office Supplies,08/10/2026,08/13/2026,08/13/2026,shipped,8
WO0006982,Midwest-2,Apparel,2026-08-10,2026-08-12,2026-08-12,SHIPPED,6
WO0006983,Northeast-1,Home Goods,2026-08-10,2026-08-12,08/11/2026,shipped,6
WO0006984,West-3,Electronics,2026-08-10,2026-08-11,08/10/2026,SHIPPED,8
WO0006984,West-3,Electronics,2026-08-10,2026-08-11,08/10/2026,SHIPPED,8
WO0006985,South-4,Electronics,08/10/2026,08/12/2026,2026-08-11,SHIPPED,3
WO0006986,Midwest-2,Outdoor,08/10/2026,2026-08-12,2026-08-11,Shipped,4
WO0006987,South-4,Outdoor,08/10/2026,08/12/2026,2026-08-12, Shipped,5
WO0006988,Northeast-1,Home Goods,2026-08-10,08/13/2026,08/12/2026,Shipped,8
WO0006989,Northeast-1,Home Goods,08/10/2026,2026-08-13,08/12/2026,shipped,1
WO0006990,Midwest-2,Home Goods,08/10/2026,08/11/2026,08/11/2026, Shipped,7
WO0006991,West-3,Office Supplies,08/10/2026,08/13/2026,08/13/2026,SHIPPED,5
WO0006992,West-3,Home Goods,08/10/2026,08/13/2026,08/13/2026,Shipped,3
WO0006993,West-3,Outdoor,08/10/2026,2026-08-11,2026-08-10,SHIPPED,10
WO0006994,South-4,Electronics,2026-08-10,2026-08-11,08/11/2026,SHIPPED,8
WO0006995,South-4,Home Goods,2026-08-10,08/13/2026,2026-08-13,shipped,6
WO0006996,Midwest-2,Office Supplies,2026-08-10,2026-08-11,08/10/2026,Shipped,6
WO0006997,West-3,Home Goods,08/11/2026,08/12/2026,2026-08-11, Shipped,6
WO0006998,Northeast-1,Home Goods,2026-08-11,08/14/2026,08/13/2026, Shipped,2
WO0006999,Midwest-2,Outdoor,08/11/2026,2026-08-12,2026-08-12,shipped,2
WO0007000,West-3,Office Supplies,2026-08-11,08/13/2026,2026-08-12,Shipped,4
WO0007001,Northeast-1,Outdoor,2026-08-11,08/14/2026,2026-08-14,SHIPPED,10
WO0007002,Northeast-1,Apparel,2026-08-11,08/13/2026,08/13/2026, Shipped,11
WO0007003,Northeast-1,Outdoor,2026-08-11,2026-08-14,2026-08-14,SHIPPED,1
WO0007004,West-3,Home Goods,2026-08-11,08/14/2026,08/14/2026,SHIPPED,11
WO0007005,Northeast-1,Apparel,08/11/2026,08/14/2026,08/13/2026,SHIPPED,9
WO0007006,Northeast-1,Electronics,2026-08-11,2026-08-14,08/13/2026,shipped,10
WO0007007,Midwest-2,Office Supplies,2026-08-11,2026-08-14,2026-08-14,shipped,10
WO0007008,Midwest-2,Electronics,2026-08-11,2026-08-12,2026-08-12,SHIPPED,4
WO0007009,Northeast-1,Home Goods,08/11/2026,2026-08-12,2026-08-12,Shipped,11
WO0007010,Northeast-1,Home Goods,2026-08-11,08/12/2026,2026-08-12,SHIPPED,6
WO0007011,West-3,Electronics,2026-08-11,08/12/2026,08/11/2026,SHIPPED,9
WO0007012,Northeast-1,Apparel,08/11/2026,2026-08-12,2026-08-12, Shipped,10
WO0007013,Midwest-2,Office Supplies,08/11/2026,08/14/2026,08/14/2026,shipped,7
WO0007014,West-3,Electronics,08/11/2026,08/12/2026,08/11/2026,shipped,8
WO0007015,West-3,Home Goods,08/11/2026,08/12/2026,08/11/2026,shipped,7
WO0007016,Northeast-1,Apparel,2026-08-11,08/14/2026,08/14/2026, Shipped,8
WO0007017,South-4,Office Supplies,2026-08-11,08/14/2026,08/13/2026, Shipped,9
WO0007018,Midwest-2,Outdoor,2026-08-11,2026-08-14,08/14/2026, Shipped,8
WO0007019,South-4,Electronics,2026-08-11,08/12/2026,08/11/2026,SHIPPED,9
WO0007020,Northeast-1,Office Supplies,2026-08-11,2026-08-13,08/13/2026, Shipped,7
WO0007021,Northeast-1,Home Goods,2026-08-11,08/13/2026,2026-08-12,Shipped,5
WO0007022,West-3,Outdoor,2026-08-11,2026-08-12,08/11/2026,SHIPPED,9
WO0007023,West-3,Outdoor,08/11/2026,2026-08-14,2026-08-13,shipped,6
WO0007024,West-3,Home Goods,08/11/2026,2026-08-13,2026-08-12,Shipped,3
WO0007025,Midwest-2,Home Goods,2026-08-11,08/14/2026,08/13/2026,shipped,8
WO0007026,West-3,Home Goods,2026-08-11,2026-08-13,2026-08-13,Shipped,6
WO0007027,South-4,Apparel,2026-08-11,2026-08-12,08/11/2026,shipped,5
WO0007028,Midwest-2,Home Goods,2026-08-11,2026-08-12,08/11/2026,shipped,11
WO0007029,Northeast-1,Outdoor,08/11/2026,2026-08-12,2026-08-11,SHIPPED,1
WO0007030,Northeast-1,Office Supplies,08/11/2026,08/13/2026,08/13/2026,shipped,4
WO0007031,Midwest-2,Outdoor,2026-08-11,08/12/2026,2026-08-17,Delayed,5
WO0007032,South-4,Apparel,2026-08-11,2026-08-12,08/12/2026,SHIPPED,5
WO0007033,Northeast-1,Outdoor,08/11/2026,08/14/2026,08/13/2026, Shipped,8
WO0007034,South-4,Outdoor,2026-08-11,2026-08-12,2026-08-11,SHIPPED,3
WO0007035,South-4,Electronics,08/11/2026,2026-08-13,08/13/2026, Shipped,6
WO0007036,Midwest-2,Home Goods,2026-08-11,2026-08-13,08/13/2026,SHIPPED,10
WO0007037,South-4,Office Supplies,2026-08-11,08/12/2026,,Canceled,6
WO0007038,Midwest-2,Apparel,2026-08-11,2026-08-14,2026-08-13,SHIPPED,1
WO0007039,West-3,Apparel,08/11/2026,08/13/2026,2026-08-12, Shipped,5
WO0007040,South-4,Apparel,08/11/2026,08/14/2026,2026-08-13, Shipped,9
WO0007041,Northeast-1,Apparel,2026-08-11,2026-08-12,2026-08-12,Shipped,2
WO0007041,Northeast-1,Apparel,2026-08-11,2026-08-12,2026-08-12,Shipped,2
WO0007042,Northeast-1,Office Supplies,08/11/2026,2026-08-14,2026-08-14,Shipped,5
WO0007043,Midwest-2,Home Goods,08/11/2026,08/12/2026,08/12/2026,Shipped,6
WO0007044,Midwest-2,Apparel,2026-08-11,08/14/2026,2026-08-14,shipped,2
WO0007045,Midwest-2,Apparel,2026-08-11,08/14/2026,2026-08-14,shipped,-1
WO0007046,Midwest-2,Electronics,08/11/2026,08/14/2026,08/14/2026,shipped,11
WO0007047,West-3,Electronics,08/11/2026,08/13/2026,2026-08-12, Shipped,10
WO0007048,West-3,Outdoor,08/11/2026,08/13/2026,2026-08-13,shipped,5
WO0007049,Northeast-1,Electronics,08/11/2026,2026-08-12,08/12/2026,shipped,3
WO0007050,South-4,Home Goods,2026-08-11,2026-08-13,08/13/2026, Shipped,7
WO0007051,Midwest-2,Home Goods,2026-08-11,08/12/2026,2026-08-11,shipped,9
WO0007052,Midwest-2,Home Goods,08/11/2026,08/14/2026,08/15/2026,DELAYED,5
WO0007053,Midwest-2,Electronics,08/11/2026,2026-08-14,2026-08-14,Shipped,1
WO0007054,South-4,Electronics,08/11/2026,2026-08-13,08/13/2026, Shipped,3
WO0007055,West-3,Apparel,2026-08-11,08/13/2026,08/12/2026,shipped,5
WO0007056,Northeast-1,Home Goods,2026-08-11,2026-08-13,08/13/2026,Shipped,6
WO0007057,West-3,Office Supplies,2026-08-11,2026-08-14,08/13/2026,SHIPPED,3
WO0007058,Northeast-1,Electronics,2026-08-11,08/12/2026,2026-08-12,shipped,3
WO0007059,Northeast-1,Electronics,2026-08-11,08/12/2026,2026-08-12,shipped,-1
WO0007060,West-3,Electronics,2026-08-11,08/12/2026,08/11/2026,shipped,1
WO0007061,South-4,Electronics,2026-08-11,08/14/2026,08/14/2026,shipped,7
WO0007062,Northeast-1,Outdoor,2026-08-11,2026-08-12,2026-08-12,Shipped,5
WO0007063,South-4,Office Supplies,2026-08-11,08/12/2026,,DELAYED,11
WO0007064,Midwest-2,Electronics,08/11/2026,08/12/2026,2026-08-12,Shipped,11
WO0007065,Northeast-1,Apparel,2026-08-11,2026-08-14,2026-08-13,SHIPPED,2
WO0007066,Midwest-2,Apparel,08/11/2026,2026-08-14,,Delayed,7
WO0007067,West-3,Apparel,2026-08-11,08/14/2026,2026-08-13,shipped,6
WO0007068,Midwest-2,Apparel,08/11/2026,2026-08-12,08/11/2026,shipped,2
WO0007069,Midwest-2,Apparel,2026-08-11,2026-08-14,08/14/2026,SHIPPED,4
WO0007070,West-3,Outdoor,2026-08-11,2026-08-12,2026-08-12,Shipped,11
WO0007071,Midwest-2,Office Supplies,08/11/2026,08/12/2026,2026-08-12,shipped,4
WO0007072,Midwest-2,Home Goods,08/11/2026,08/14/2026,,Delayed,5
WO0007073,South-4,Home Goods,2026-08-11,08/12/2026,08/11/2026,Shipped,11
WO0007074,South-4,Home Goods,08/11/2026,2026-08-13,2026-08-12, Shipped,10
WO0007075,West-3,Office Supplies,08/11/2026,08/14/2026,08/14/2026,shipped,3
WO0007076,South-4,Electronics,08/11/2026,2026-08-14,2026-08-14,Shipped,9
WO0007077,Midwest-2,Apparel,2026-08-11,2026-08-12,08/11/2026,Shipped,1
WO0007078,West-3,Electronics,2026-08-11,08/13/2026,2026-08-13,SHIPPED,4
WO0007079,West-3,Outdoor,2026-08-11,2026-08-14,2026-08-14, Shipped,8
WO0007080,Northeast-1,Home Goods,08/11/2026,2026-08-12,08/11/2026,Shipped,5
WO0007081,Midwest-2,Apparel,2026-08-11,08/14/2026,08/14/2026, Shipped,9
WO0007082,West-3,Office Supplies,08/11/2026,08/14/2026,08/14/2026,Shipped,3
WO0007083,Northeast-1,Office Supplies,2026-08-11,2026-08-14,2026-08-13,SHIPPED,2
WO0007084,Midwest-2,Outdoor,2026-08-11,08/14/2026,08/13/2026, Shipped,11
WO0007085,South-4,Office Supplies,2026-08-11,2026-08-12,08/11/2026,Shipped,3
WO0007086,West-3,Electronics,08/11/2026,2026-08-13,08/12/2026,SHIPPED,9
WO0007087,Midwest-2,Apparel,2026-08-11,2026-08-13,2026-08-12,shipped,6
WO0007088,Northeast-1,Office Supplies,08/11/2026,2026-08-14,08/14/2026,shipped,1
WO0007089,Northeast-1,Electronics,08/11/2026,08/14/2026,2026-08-14,SHIPPED,8
WO0007090,Northeast-1,Home Goods,2026-08-11,08/13/2026,08/12/2026,SHIPPED,5
WO0007091,Midwest-2,Electronics,08/11/2026,08/13/2026,2026-08-12,Shipped,3
WO0007092,South-4,Electronics,2026-08-11,2026-08-13,2026-08-12,SHIPPED,4
WO0007093,South-4,Apparel,2026-08-11,08/13/2026,08/13/2026,Shipped,5
WO0007094,Midwest-2,Outdoor,08/11/2026,2026-08-14,08/13/2026,SHIPPED,11
WO0007095,South-4,Electronics,2026-08-11,2026-08-12,2026-08-11,Shipped,11
WO0007096,Northeast-1,Outdoor,2026-08-11,08/12/2026,2026-08-11, Shipped,3
WO0007097,West-3,Electronics,08/11/2026,08/14/2026,2026-08-14,SHIPPED,5
WO0007098,South-4,Apparel,08/11/2026,08/12/2026,08/12/2026,shipped,5
WO0007099,West-3,Home Goods,2026-08-11,2026-08-13,2026-08-13,shipped,9
WO0007100,Midwest-2,Home Goods,08/11/2026,2026-08-13,2026-08-13,SHIPPED,10
WO0007101,West-3,Home Goods,08/11/2026,2026-08-12,2026-08-12,SHIPPED,5
WO0007102,Midwest-2,Electronics,2026-08-11,08/13/2026,08/13/2026, Shipped,8
WO0007103,West-3,Outdoor,2026-08-11,2026-08-13,2026-08-13,SHIPPED,3
WO0007104,Northeast-1,Electronics,2026-08-11,08/12/2026,08/11/2026,shipped,7
WO0007105,West-3,Electronics,2026-08-11,08/13/2026,2026-08-12,shipped,7
WO0007106,,Electronics,2026-08-11,08/13/2026,2026-08-12,shipped,7
WO0007107,West-3,Apparel,2026-08-11,08/13/2026,2026-08-12,Shipped,9
WO0007108,Northeast-1,Office Supplies,2026-08-11,08/13/2026,2026-08-12, Shipped,4
WO0007109,Northeast-1,Apparel,2026-08-11,2026-08-13,08/13/2026,Shipped,8
WO0007110,West-3,Outdoor,2026-08-11,08/13/2026,2026-08-12,shipped,1
WO0007111,South-4,Home Goods,2026-08-11,08/12/2026,2026-08-12,Shipped,4
WO0007112,West-3,Outdoor,2026-08-11,2026-08-13,08/12/2026, Shipped,8
WO0007113,Midwest-2,Electronics,08/11/2026,2026-08-14,2026-08-14,Shipped,4
WO0007114,Midwest-2,Outdoor,08/11/2026,08/12/2026,08/12/2026,SHIPPED,11
WO0007115,West-3,Outdoor,2026-08-11,2026-08-12,2026-08-11,shipped,1
WO0007116,South-4,Home Goods,08/11/2026,08/14/2026,2026-08-13,SHIPPED,1
WO0007117,Midwest-2,Office Supplies,2026-08-11,08/14/2026,2026-08-14,SHIPPED,1
WO0007118,West-3,Office Supplies,08/11/2026,2026-08-12,08/12/2026, Shipped,1
WO0007119,Northeast-1,Office Supplies,08/11/2026,2026-08-14,08/14/2026,shipped,8
WO0007120,South-4,Office Supplies,2026-08-11,2026-08-13,2026-08-12, Shipped,10
WO0007121,Midwest-2,Apparel,2026-08-11,2026-08-12,08/12/2026,SHIPPED,4
WO0007122,South-4,Office Supplies,2026-08-11,2026-08-12,08/12/2026, Shipped,5
WO0007123,West-3,Outdoor,08/11/2026,08/13/2026,2026-08-13, Shipped,8
WO0007124,West-3,Electronics,2026-08-11,2026-08-13,2026-08-13,Shipped,2
WO0007125,Northeast-1,Outdoor,2026-08-11,08/13/2026,08/13/2026,Shipped,9
WO0007126,South-4,Home Goods,2026-08-11,2026-08-13,08/12/2026,Shipped,1
WO0007127,Northeast-1,Office Supplies,08/11/2026,08/12/2026,08/11/2026,Shipped,6
WO0007128,South-4,Outdoor,2026-08-11,08/14/2026,08/13/2026,shipped,5
WO0007129,West-3,Apparel,2026-08-11,08/12/2026,2026-08-11,shipped,3
WO0007130,Midwest-2,Home Goods,2026-08-12,2026-08-14,08/14/2026,SHIPPED,11
WO0007131,West-3,Home Goods,08/12/2026,08/13/2026,08/12/2026, Shipped,2
WO0007132,Midwest-2,Outdoor,2026-08-12,08/14/2026,08/18/2026,Delayed,11
WO0007133,West-3,Electronics,08/12/2026,2026-08-15,2026-08-15, Shipped,1
WO0007134,West-3,Outdoor,2026-08-12,2026-08-14,08/13/2026,Shipped,1
WO0007135,South-4,Electronics,2026-08-12,2026-08-15,2026-08-15,shipped,10
WO0007136,South-4,Electronics,08/12/2026,2026-08-15,08/15/2026,SHIPPED,10
WO0007136,South-4,Electronics,08/12/2026,2026-08-15,08/15/2026,SHIPPED,10
WO0007137,Midwest-2,Office Supplies,2026-08-12,08/14/2026,08/17/2026,Delayed,2
WO0007138,South-4,Outdoor,2026-08-12,08/13/2026,2026-08-13,SHIPPED,8
WO0007139,South-4,Electronics,2026-08-12,08/13/2026,08/13/2026,SHIPPED,8
WO0007140,South-4,Apparel,08/12/2026,08/13/2026,08/13/2026,Shipped,11
WO0007141,Northeast-1,Outdoor,08/12/2026,2026-08-14,,Cancelled,7
