customer_id,signup_month,contract_type,plan_tier,addon_count,monthly_charge,autopay,signup_channel,region,tenure_months,months_observable,avg_engagement_score,support_tickets_90d,churned
CUST-05203,2025-09,Month-to-month,Basic,3,41.09,Yes,Organic,Midwest,2,3,20.5,2,Yes
CUST-05204,2023-07,One year,Standard,2,51.38,Yes,Paid Search,South,24,29,45.9,0,Yes
CUST-05205,2024-09,One year,Basic,1,24.4,No,Referral,Midwest,15,15,62.7,1,No
CUST-05206,2023-08,Month-to-month,Standard,4,70.5,Yes,Sales-Assisted,South,12,28,98.2,1,Yes
CUST-05207,2024-02,Month-to-month,Standard,0,34.38,Yes,Sales-Assisted,South,22,22,89.5,0,No
CUST-05208,2025-08,Month-to-month,Basic,1,20.76,Yes,Organic,Midwest,4,4,57.9,0,No
CUST-05209,2025-01,Month-to-month,Premium,1,74.88,No,Organic,South,1,11,55.3,0,Yes
CUST-05210,2025-01,One year,Basic,2,32.07,Yes,Organic,Northeast,11,11,70.1,1,No
CUST-05211,2024-05,One year,Standard,2,54.84,No,Sales-Assisted,South,19,19,72.4,0,No
CUST-05212,2024-07,One year,Standard,4,69.35,Yes,Organic,Northeast,17,17,96.8,0,No
CUST-05213,2025-01,Two year,Standard,0,38.58,Yes,Paid Search,Northeast,11,11,92.8,0,No
CUST-05214,2025-05,One year,Standard,0,35.32,Yes,Paid Search,Midwest,3,7,67.3,0,Yes
CUST-05215,2023-12,One year,Standard,2,52.62,Yes,Organic,West,20,24,51.5,0,Yes
CUST-05216,2023-11,One year,Standard,0,33.46,No,Organic,South,25,25,48.0,1,No
CUST-05217,2024-08,Month-to-month,Premium,4,92.56,Yes,Referral,Northeast,1,16,73.1,0,Yes
CUST-05218,2025-01,One year,Standard,4,66.69,Yes,Paid Search,Northeast,11,11,37.2,2,No
CUST-05219,2025-03,Two year,Standard,1,42.56,Yes,Sales-Assisted,West,9,9,59.6,0,No
CUST-05220,2025-01,Two year,Basic,0,15.37,Yes,Organic,West,11,11,82.3,0,No
CUST-05221,2024-04,Month-to-month,Basic,0,13.85,Yes,Sales-Assisted,South,8,20,37.3,0,Yes
CUST-05222,2025-02,Two year,Basic,0,16.08,Yes,Paid Search,West,10,10,77.1,0,No
CUST-05223,2024-02,Month-to-month,Standard,0,35.55,No,Organic,West,5,22,77.3,0,Yes
CUST-05224,2025-02,Month-to-month,Premium,0,65.93,Yes,Paid Search,Midwest,10,10,95.9,0,No
CUST-05225,2024-07,Month-to-month,Premium,2,85.48,Yes,Sales-Assisted,West,13,17,81.9,0,Yes
CUST-05226,2025-04,Two year,Basic,1,21.29,Yes,Paid Search,West,8,8,57.6,0,No
CUST-05227,2024-06,Month-to-month,Standard,1,51.17,Yes,Paid Search,Northeast,18,18,59.8,2,No
CUST-05228,2025-06,Two year,Standard,0,36.76,Yes,Organic,South,6,6,78.0,0,No
CUST-05229,2025-04,Month-to-month,Standard,0,35.21,Yes,Paid Search,West,8,8,68.1,0,Yes
CUST-05230,2023-07,Two year,Basic,1,23.21,Yes,Paid Search,West,29,29,56.0,0,No
CUST-05231,2025-08,Month-to-month,Basic,1,22.43,No,Organic,Northeast,3,4,82.5,0,Yes
CUST-05232,2025-09,One year,Premium,1,73.97,Yes,Organic,Northeast,3,3,75.7,0,No
CUST-05233,2025-04,Month-to-month,Basic,1,19.7,Yes,Paid Search,South,8,8,78.4,0,No
CUST-05234,2025-05,One year,Basic,0,16.48,Yes,Paid Search,Northeast,7,7,66.6,0,No
CUST-05235,2024-12,Two year,Basic,1,19.55,Yes,Paid Search,South,12,12,72.0,0,No
CUST-05236,2024-12,Month-to-month,Basic,1,22.71,No,Organic,Midwest,12,12,49.9,2,No
CUST-05237,2025-01,Month-to-month,Basic,4,49.78,Yes,Paid Search,South,11,11,60.0,0,No
CUST-05238,2024-11,Month-to-month,Premium,1,75.74,Yes,Paid Search,Midwest,13,13,87.2,0,No
CUST-05239,2025-04,One year,Premium,0,67.55,Yes,Sales-Assisted,Midwest,8,8,72.8,0,No
CUST-05240,2024-05,Month-to-month,Basic,2,30.19,No,Organic,Northeast,19,19,65.3,0,No
CUST-05241,2023-07,Month-to-month,Basic,0,12.35,No,Sales-Assisted,Midwest,12,29,58.2,1,Yes
CUST-05242,2025-08,One year,Standard,0,36.08,Yes,Organic,South,4,4,79.7,0,No
CUST-05243,2024-04,Month-to-month,Basic,3,37.73,Yes,Sales-Assisted,South,3,20,42.2,1,Yes
CUST-05244,2024-02,Two year,Basic,0,17.75,No,Organic,South,22,22,66.7,0,No
CUST-05245,2024-07,One year,Standard,1,43.2,Yes,Sales-Assisted,Midwest,17,17,68.7,0,No
CUST-05246,2024-06,One year,Standard,2,53.57,Yes,Organic,Northeast,12,18,85.2,0,Yes
CUST-05247,2024-04,One year,Premium,1,72.28,Yes,Paid Search,Northeast,9,20,57.9,0,Yes
CUST-05248,2024-04,One year,Basic,1,20.54,Yes,Paid Search,Northeast,8,20,80.1,0,Yes
CUST-05249,2024-11,Two year,Standard,0,36.92,Yes,Organic,South,13,13,80.6,0,No
CUST-05250,2025-06,One year,Standard,1,46.4,Yes,Paid Search,South,6,6,50.9,0,No
CUST-05251,2023-10,Month-to-month,Basic,0,15.02,Yes,Paid Search,South,26,26,61.7,0,No
CUST-05252,2025-06,Month-to-month,Basic,1,20.72,Yes,Paid Search,West,6,6,66.0,0,No
CUST-05253,2024-05,One year,Basic,0,16.7,Yes,Paid Search,South,8,19,65.2,0,Yes
CUST-05254,2023-12,Month-to-month,Premium,1,70.85,Yes,Sales-Assisted,South,7,24,51.2,1,Yes
CUST-05255,2025-05,Two year,Standard,2,50.46,No,Organic,Midwest,7,7,60.7,0,No
CUST-05256,2025-01,Month-to-month,Basic,0,19.03,Yes,Organic,Midwest,11,11,69.2,0,No
CUST-05257,2024-02,Month-to-month,Basic,4,50.34,No,Organic,Northeast,8,22,58.5,0,Yes
CUST-05258,2024-04,Month-to-month,Standard,1,43.3,Yes,Referral,West,20,20,50.1,0,No
CUST-05259,2024-06,One year,Standard,1,43.62,Yes,Organic,West,18,18,68.5,0,No
CUST-05260,2023-09,One year,Standard,3,58.96,Yes,Paid Search,South,27,27,59.7,0,No
CUST-05261,2024-07,Month-to-month,Standard,1,44.67,No,Referral,Midwest,17,17,41.3,0,No
CUST-05262,2024-06,Two year,Basic,0,16.97,Yes,Organic,South,18,18,67.6,0,No
CUST-05263,2023-07,Month-to-month,Standard,0,34.19,Yes,Sales-Assisted,West,6,29,95.6,0,Yes
CUST-05264,2025-04,Month-to-month,Basic,1,24.15,Yes,Sales-Assisted,South,8,8,97.0,0,No
CUST-05265,2023-08,Month-to-month,Premium,0,67.7,Yes,Organic,West,28,28,90.7,0,No
CUST-05266,2023-11,Two year,Standard,2,51.91,Yes,Organic,Northeast,25,25,92.5,0,No
CUST-05267,2025-06,One year,Basic,1,21.94,No,Sales-Assisted,Northeast,6,6,58.9,0,No
CUST-05268,2025-09,Two year,Standard,2,53.08,No,Organic,Northeast,3,3,79.6,0,No
CUST-05269,2024-07,Two year,Standard,0,37.76,Yes,Organic,Midwest,17,17,50.3,1,No
CUST-05270,2025-03,Month-to-month,Standard,1,43.22,No,Referral,South,5,9,61.8,1,Yes
CUST-05271,2024-01,One year,Premium,2,83.44,Yes,Organic,West,23,23,41.3,1,No
CUST-05272,2023-11,One year,Basic,3,37.7,Yes,Sales-Assisted,Midwest,25,25,57.3,1,No
CUST-05273,2024-12,Month-to-month,Basic,1,24.53,Yes,Paid Search,South,6,12,25.7,0,Yes
CUST-05274,2023-09,One year,Standard,0,36.47,Yes,Sales-Assisted,West,27,27,72.7,0,No
CUST-05275,2024-07,Month-to-month,Premium,3,85.57,No,Organic,West,17,17,69.9,0,No
CUST-05276,2025-08,Month-to-month,Basic,1,21.98,No,Organic,West,4,4,48.2,0,No
CUST-05277,2024-01,One year,Standard,1,44.17,No,Referral,West,23,23,41.8,0,No
CUST-05278,2025-09,Month-to-month,Premium,1,73.21,Yes,Paid Search,Midwest,3,3,96.8,0,No
CUST-05279,2025-08,Month-to-month,Premium,0,64.72,Yes,Organic,Midwest,4,4,36.8,1,No
CUST-05280,2025-09,Month-to-month,Basic,1,19.63,No,Paid Search,Midwest,3,3,57.4,0,No
CUST-05281,2025-04,Month-to-month,Standard,2,52.91,Yes,Organic,West,8,8,88.9,0,No
CUST-05282,2024-04,Two year,Premium,0,66.6,Yes,Paid Search,South,20,20,44.8,0,No
CUST-05283,2024-09,Month-to-month,Standard,2,47.55,No,Paid Search,Midwest,4,15,64.1,0,Yes
CUST-05284,2025-05,Month-to-month,Standard,2,46.78,Yes,Organic,Northeast,7,7,76.4,0,No
CUST-05285,2023-07,Two year,Premium,2,80.72,Yes,Paid Search,Midwest,29,29,88.0,0,No
CUST-05286,2024-10,Month-to-month,Basic,2,30.78,Yes,Organic,Midwest,9,14,98.4,0,Yes
CUST-05287,2025-09,One year,Basic,2,30.09,Yes,Sales-Assisted,Northeast,3,3,45.0,0,No
CUST-05288,2024-05,Month-to-month,Basic,2,31.38,Yes,Paid Search,Midwest,2,19,66.2,0,Yes
CUST-05289,2023-12,Month-to-month,Basic,0,11.98,Yes,Paid Search,South,24,24,45.7,0,No
CUST-05290,2023-10,Month-to-month,Basic,1,23.35,Yes,Organic,West,2,26,74.9,0,Yes
CUST-05291,2023-10,One year,Premium,1,71.63,No,Sales-Assisted,South,26,26,72.5,0,No
CUST-05292,2024-07,Month-to-month,Basic,0,15.16,Yes,Paid Search,South,17,17,84.4,0,No
CUST-05293,2024-06,Month-to-month,Basic,1,23.01,No,Organic,West,1,18,64.0,0,Yes
CUST-05294,2025-07,One year,Standard,1,45.24,Yes,Referral,West,5,5,40.8,0,No
CUST-05295,2024-10,One year,Standard,1,42.56,Yes,Paid Search,South,14,14,55.1,0,No
CUST-05296,2023-08,One year,Basic,0,15.81,No,Paid Search,South,3,28,55.4,0,Yes
CUST-05297,2024-09,Month-to-month,Basic,1,26.54,No,Organic,South,2,15,44.7,0,Yes
CUST-05298,2023-09,One year,Basic,0,17.82,Yes,Paid Search,West,15,27,71.3,0,Yes
CUST-05299,2025-02,One year,Standard,3,59.28,Yes,Paid Search,West,10,10,60.4,2,No
CUST-05300,2025-02,Month-to-month,Standard,2,50.06,Yes,Referral,Northeast,10,10,66.2,0,No
CUST-05301,2025-04,Month-to-month,Premium,0,62.0,No,Organic,West,8,8,44.1,0,No
CUST-05302,2025-06,Month-to-month,Standard,0,35.47,Yes,Sales-Assisted,West,3,6,66.2,1,Yes
CUST-05303,2025-02,Two year,Basic,2,29.12,Yes,Organic,Midwest,10,10,64.7,1,No
CUST-05304,2024-10,Month-to-month,Premium,1,71.12,Yes,Referral,Northeast,3,14,76.7,0,Yes
CUST-05305,2023-12,One year,Standard,1,41.18,Yes,Paid Search,South,24,24,49.0,1,No
CUST-05306,2024-10,Month-to-month,Standard,1,42.0,No,Organic,Midwest,14,14,39.6,0,No
CUST-05307,2025-09,One year,Standard,1,41.95,Yes,Organic,Northeast,3,3,61.1,0,No
CUST-05308,2025-02,Month-to-month,Standard,1,45.26,Yes,Paid Search,South,2,10,80.9,0,Yes
CUST-05309,2024-06,Month-to-month,Basic,1,21.94,Yes,Referral,Northeast,5,18,47.2,3,Yes
CUST-05310,2025-03,Month-to-month,Basic,2,31.93,Yes,Organic,West,9,9,72.2,0,No
CUST-05311,2023-09,Two year,Premium,2,80.79,No,Paid Search,Midwest,27,27,54.4,0,No
CUST-05312,2024-07,One year,Standard,0,35.21,No,Paid Search,West,17,17,49.9,0,No
CUST-05313,2024-11,Month-to-month,Basic,1,22.46,No,Paid Search,Northeast,1,13,49.1,0,Yes
CUST-05314,2023-08,Month-to-month,Basic,1,20.5,No,Paid Search,West,28,28,65.3,0,No
CUST-05315,2025-01,One year,Standard,0,33.78,Yes,Sales-Assisted,Northeast,11,11,58.7,0,No
CUST-05316,2024-06,Month-to-month,Standard,1,44.58,No,Sales-Assisted,South,1,18,40.1,0,Yes
CUST-05317,2025-04,Month-to-month,Basic,3,37.36,No,Paid Search,Northeast,6,8,96.1,0,Yes
CUST-05318,2024-07,Month-to-month,Standard,0,37.27,Yes,Referral,West,12,17,95.9,0,Yes
CUST-05319,2024-10,Month-to-month,Basic,1,21.42,No,Referral,West,14,14,83.8,0,No
CUST-05320,2023-09,Month-to-month,Premium,2,78.69,Yes,Referral,West,2,27,57.7,0,Yes
CUST-05321,2023-09,Two year,Basic,0,16.94,Yes,Sales-Assisted,South,27,27,61.4,0,No
CUST-05322,2023-09,Month-to-month,Standard,0,37.76,No,Sales-Assisted,South,27,27,97.6,0,No
CUST-05323,2023-08,Month-to-month,Basic,0,15.01,Yes,Organic,West,28,28,69.1,0,No
CUST-05324,2024-09,Month-to-month,Basic,1,25.67,No,Paid Search,Northeast,15,15,39.5,0,No
CUST-05325,2024-03,Month-to-month,Basic,0,16.22,Yes,Paid Search,West,21,21,74.1,0,No
CUST-05326,2023-12,One year,Basic,0,18.21,Yes,Organic,South,24,24,77.3,0,No
CUST-05327,2025-02,One year,Standard,2,47.59,Yes,Paid Search,South,6,10,54.1,0,Yes
CUST-05328,2025-03,Month-to-month,Premium,0,61.22,Yes,Sales-Assisted,South,1,9,62.4,0,Yes
CUST-05329,2025-02,Month-to-month,Standard,0,35.49,Yes,Organic,West,6,10,59.2,2,Yes
CUST-05330,2023-12,Month-to-month,Basic,2,28.47,Yes,Organic,South,12,24,72.3,0,Yes
CUST-05331,2025-02,One year,Basic,0,16.99,Yes,Referral,Northeast,10,10,48.1,3,No
CUST-05332,2023-12,Month-to-month,Basic,0,10.3,No,Referral,Northeast,1,24,71.1,0,Yes
CUST-05333,2025-09,Month-to-month,Basic,1,23.52,Yes,Organic,South,2,3,54.9,0,Yes
CUST-05334,2024-08,One year,Standard,1,44.9,No,Organic,West,2,16,58.5,0,Yes
CUST-05335,2024-02,One year,Standard,2,48.95,Yes,Organic,Northeast,22,22,81.9,0,No
CUST-05336,2024-08,Month-to-month,Standard,0,34.68,Yes,Organic,Midwest,2,16,90.8,0,Yes
CUST-05337,2024-02,Month-to-month,Standard,1,42.85,Yes,Organic,South,2,22,38.7,0,Yes
CUST-05338,2024-06,One year,Basic,0,13.97,Yes,Sales-Assisted,South,1,18,88.4,0,Yes
CUST-05339,2025-03,One year,Standard,1,43.76,Yes,Referral,Northeast,9,9,67.7,0,No
CUST-05340,2023-07,Month-to-month,Standard,0,35.6,Yes,Paid Search,South,10,29,84.8,0,Yes
CUST-05341,2024-06,Month-to-month,Standard,1,41.04,No,Sales-Assisted,West,18,18,55.3,0,No
CUST-05342,2024-01,One year,Premium,2,80.7,No,Organic,Midwest,23,23,64.8,0,No
CUST-05343,2024-02,Month-to-month,Standard,0,33.83,Yes,Referral,Northeast,5,22,53.0,0,Yes
CUST-05344,2025-03,One year,Basic,1,17.16,Yes,Organic,South,9,9,61.1,0,No
CUST-05345,2024-03,One year,Premium,2,83.58,Yes,Organic,Midwest,21,21,70.4,0,No
CUST-05346,2024-02,Month-to-month,Basic,1,24.78,Yes,Sales-Assisted,Northeast,10,22,92.2,0,Yes
CUST-05347,2025-01,One year,Premium,0,62.93,Yes,Organic,West,11,11,70.1,0,No
CUST-05348,2023-10,Month-to-month,Basic,3,44.95,Yes,Referral,West,26,26,46.1,0,No
CUST-05349,2023-10,Two year,Basic,2,29.06,Yes,Organic,West,26,26,67.5,0,No
CUST-05350,2024-12,Two year,Premium,1,74.61,No,Sales-Assisted,Northeast,12,12,89.5,0,No
CUST-05351,2024-03,Month-to-month,Premium,1,70.77,No,Referral,West,18,21,66.1,0,Yes
CUST-05352,2023-07,Month-to-month,Standard,1,42.09,Yes,Sales-Assisted,West,2,29,64.9,0,Yes
CUST-05353,2025-07,Month-to-month,Basic,1,24.13,No,Referral,West,2,5,39.1,0,Yes
CUST-05354,2024-10,Month-to-month,Basic,1,23.53,Yes,Referral,South,13,14,62.8,0,Yes
CUST-05355,2024-05,One year,Basic,2,26.83,No,Paid Search,Northeast,19,19,51.2,1,No
CUST-05356,2024-08,Two year,Basic,1,23.6,Yes,Referral,Midwest,16,16,74.0,0,No
CUST-05357,2023-10,Month-to-month,Premium,2,84.98,Yes,Paid Search,Northeast,7,26,35.4,2,Yes
CUST-05358,2024-05,One year,Premium,4,98.51,Yes,Paid Search,West,19,19,86.2,0,No
CUST-05359,2025-05,One year,Standard,0,36.81,Yes,Organic,West,7,7,64.4,0,No
CUST-05360,2025-08,One year,Premium,4,95.73,No,Organic,South,4,4,74.5,0,No
CUST-05361,2025-08,Month-to-month,Premium,2,81.08,No,Referral,Northeast,1,4,93.1,0,Yes
CUST-05362,2024-09,Month-to-month,Basic,3,35.76,No,Referral,West,15,15,88.0,0,No
CUST-05363,2024-02,Month-to-month,Premium,3,90.01,Yes,Referral,Midwest,2,22,83.0,1,Yes
CUST-05364,2024-12,Month-to-month,Basic,1,20.0,Yes,Organic,Northeast,12,12,78.6,0,No
CUST-05365,2025-05,One year,Basic,1,25.93,Yes,Organic,Midwest,7,7,70.7,0,No
CUST-05366,2023-07,Month-to-month,Basic,2,30.19,No,Referral,West,12,29,90.8,1,Yes
CUST-05367,2025-09,Month-to-month,Standard,4,70.58,No,Sales-Assisted,West,3,3,52.1,0,No
CUST-05368,2024-12,Month-to-month,Basic,0,12.53,Yes,Sales-Assisted,Midwest,5,12,64.2,0,Yes
CUST-05369,2025-11,One year,Premium,1,72.27,Yes,Paid Search,West,1,1,63.3,0,No
CUST-05370,2024-08,One year,Standard,0,34.92,Yes,Paid Search,South,12,16,71.5,0,Yes
CUST-05371,2025-05,Month-to-month,Standard,0,32.59,Yes,Paid Search,South,4,7,82.5,0,Yes
CUST-05372,2024-09,Month-to-month,Standard,0,38.75,Yes,Sales-Assisted,West,2,15,27.9,1,Yes
CUST-05373,2024-07,Month-to-month,Basic,4,46.28,Yes,Organic,Northeast,5,17,38.8,1,Yes
CUST-05374,2025-11,One year,Premium,0,67.37,No,Organic,Midwest,1,1,81.0,0,No
CUST-05375,2024-11,One year,Basic,2,28.84,Yes,Organic,Northeast,13,13,49.9,0,No
CUST-05376,2025-05,Month-to-month,Premium,2,82.7,No,Organic,West,7,7,46.6,0,No
CUST-05377,2025-06,Month-to-month,Standard,1,38.99,Yes,Referral,West,6,6,76.2,0,No
CUST-05378,2023-08,Month-to-month,Standard,0,31.67,Yes,Sales-Assisted,South,28,28,44.5,1,No
CUST-05379,2024-09,Month-to-month,Basic,0,14.41,Yes,Referral,West,10,15,92.2,0,Yes
CUST-05380,2025-08,Month-to-month,Basic,1,24.8,No,Organic,Midwest,4,4,68.5,0,No
CUST-05381,2024-05,One year,Standard,2,50.86,Yes,Sales-Assisted,Midwest,19,19,54.1,0,No
CUST-05382,2024-11,Month-to-month,Premium,1,68.84,Yes,Paid Search,Midwest,3,13,75.2,0,Yes
CUST-05383,2025-09,One year,Premium,1,73.23,Yes,Organic,Midwest,3,3,19.5,0,No
CUST-05384,2024-08,One year,Basic,1,26.58,Yes,Paid Search,South,16,16,65.1,0,No
CUST-05385,2024-06,Month-to-month,Standard,0,35.37,Yes,Paid Search,South,18,18,87.8,0,No
CUST-05386,2025-10,One year,Basic,1,21.94,Yes,Paid Search,Midwest,2,2,46.8,0,No
CUST-05387,2024-10,One year,Basic,1,23.76,Yes,Organic,Northeast,3,14,83.5,0,Yes
CUST-05388,2023-07,Month-to-month,Basic,0,12.97,Yes,Organic,Northeast,1,29,80.1,0,Yes
CUST-05389,2024-04,One year,Standard,0,41.3,No,Sales-Assisted,West,1,20,93.2,0,Yes
CUST-05390,2024-03,Month-to-month,Premium,1,69.91,No,Referral,Midwest,1,21,34.7,1,Yes
CUST-05391,2025-05,One year,Standard,0,36.34,Yes,Referral,South,7,7,80.6,0,No
CUST-05392,2023-10,Month-to-month,Premium,1,69.68,Yes,Organic,Midwest,13,26,80.2,0,Yes
CUST-05393,2025-06,Month-to-month,Standard,0,35.28,No,Organic,Midwest,1,6,40.5,0,Yes
CUST-05394,2024-09,Month-to-month,Standard,2,49.95,No,Organic,South,15,15,62.3,0,No
CUST-05395,2023-12,Month-to-month,Basic,2,32.79,Yes,Paid Search,West,9,24,57.7,0,Yes
CUST-05396,2023-07,Month-to-month,Premium,1,72.39,Yes,Sales-Assisted,Midwest,29,29,41.8,1,No
CUST-05397,2025-10,One year,Basic,1,25.88,No,Referral,Northeast,2,2,78.5,0,No
CUST-05398,2025-03,Two year,Basic,2,27.67,Yes,Organic,Midwest,9,9,67.6,0,No
CUST-05399,2024-12,Month-to-month,Basic,2,28.99,Yes,Organic,Northeast,3,12,29.8,0,Yes
CUST-05400,2025-01,One year,Basic,0,15.55,Yes,Paid Search,Northeast,11,11,26.8,0,No
CUST-05401,2024-08,Month-to-month,Premium,0,68.25,Yes,Referral,Northeast,10,16,62.1,0,Yes
CUST-05402,2025-04,Two year,Basic,0,15.59,Yes,Referral,Midwest,8,8,68.7,0,No
CUST-05403,2024-06,Two year,Standard,0,35.86,Yes,Organic,West,18,18,72.4,0,No
CUST-05404,2024-05,Month-to-month,Premium,0,62.15,Yes,Organic,Northeast,6,19,68.7,0,Yes
CUST-05405,2025-05,Month-to-month,Basic,0,15.14,Yes,Organic,West,7,7,63.9,0,No
CUST-05406,2024-02,Two year,Standard,1,38.81,Yes,Referral,Midwest,22,22,35.0,0,No
CUST-05407,2025-09,Month-to-month,Premium,1,70.98,Yes,Paid Search,Midwest,2,3,66.1,0,Yes
CUST-05408,2023-10,Month-to-month,Standard,3,58.58,No,Organic,Midwest,3,26,85.8,0,Yes
CUST-05409,2023-12,Month-to-month,Basic,2,31.8,Yes,Paid Search,Northeast,1,24,74.2,0,Yes
CUST-05410,2025-04,Month-to-month,Standard,0,36.14,Yes,Organic,Midwest,3,8,52.4,1,Yes
CUST-05411,2024-07,Two year,Standard,2,50.41,Yes,Paid Search,Midwest,17,17,37.2,1,No
CUST-05412,2023-08,One year,Standard,0,36.27,Yes,Paid Search,Midwest,28,28,61.8,0,No
CUST-05413,2025-09,Month-to-month,Premium,4,94.99,Yes,Paid Search,West,3,3,66.8,0,No
CUST-05414,2024-11,One year,Premium,4,95.23,Yes,Organic,West,13,13,91.8,0,No
CUST-05415,2025-07,One year,Standard,0,31.8,Yes,Organic,South,5,5,63.9,0,No
CUST-05416,2025-07,Month-to-month,Basic,0,16.37,No,Paid Search,Midwest,5,5,68.4,1,No
CUST-05417,2025-03,One year,Standard,0,39.86,Yes,Paid Search,South,9,9,53.8,0,No
CUST-05418,2024-09,Month-to-month,Standard,4,66.8,No,Organic,Midwest,15,15,70.3,0,No
CUST-05419,2024-09,One year,Basic,0,15.61,No,Organic,West,15,15,65.0,0,No
CUST-05420,2025-09,Month-to-month,Basic,1,23.27,Yes,Sales-Assisted,South,3,3,72.9,0,No
CUST-05421,2024-04,Month-to-month,Premium,3,88.54,No,Organic,Midwest,5,20,64.5,0,Yes
CUST-05422,2024-08,Month-to-month,Standard,1,42.52,Yes,Paid Search,South,6,16,33.9,0,Yes
CUST-05423,2024-06,Month-to-month,Basic,2,31.0,Yes,Sales-Assisted,Northeast,13,18,85.4,0,Yes
CUST-05424,2025-11,One year,Basic,3,38.0,Yes,Organic,West,1,1,81.8,0,No
CUST-05425,2024-05,One year,Standard,0,34.61,Yes,Organic,West,19,19,81.3,0,No
CUST-05426,2023-12,One year,Premium,1,73.71,No,Organic,Midwest,24,24,77.7,0,No
CUST-05427,2024-10,Two year,Standard,2,53.64,Yes,Paid Search,South,14,14,35.5,0,No
CUST-05428,2023-10,Two year,Basic,0,14.63,Yes,Referral,Midwest,26,26,97.0,0,No
CUST-05429,2024-10,Month-to-month,Premium,3,89.38,No,Sales-Assisted,West,14,14,96.7,1,No
CUST-05430,2025-11,One year,Premium,0,66.23,Yes,Organic,West,1,1,58.6,0,No
CUST-05431,2023-07,Month-to-month,Basic,2,27.0,Yes,Organic,Northeast,29,29,50.8,1,No
CUST-05432,2023-12,One year,Premium,2,80.22,Yes,Paid Search,West,12,24,52.3,1,Yes
CUST-05433,2025-04,Month-to-month,Standard,1,40.66,No,Sales-Assisted,South,8,8,55.1,0,No
CUST-05434,2023-12,Month-to-month,Standard,2,49.49,Yes,Referral,Northeast,1,24,58.1,0,Yes
CUST-05435,2024-06,Month-to-month,Standard,1,42.87,No,Sales-Assisted,South,2,18,74.6,0,Yes
CUST-05436,2023-12,Two year,Standard,1,45.32,Yes,Organic,Northeast,24,24,76.1,0,No
CUST-05437,2025-09,Two year,Standard,1,43.01,No,Organic,Midwest,3,3,65.7,1,No
CUST-05438,2024-09,One year,Standard,2,52.04,Yes,Referral,South,15,15,76.2,1,No
CUST-05439,2025-07,One year,Standard,0,36.48,Yes,Organic,West,5,5,72.4,0,No
CUST-05440,2023-11,Two year,Basic,0,11.41,Yes,Organic,West,25,25,26.9,1,No
CUST-05441,2023-12,Month-to-month,Basic,1,24.46,Yes,Paid Search,Northeast,24,24,84.3,0,No
CUST-05442,2023-07,One year,Basic,0,15.97,Yes,Sales-Assisted,Northeast,29,29,71.3,0,No
CUST-05443,2024-01,One year,Standard,0,35.79,No,Organic,Midwest,9,23,47.3,0,Yes
CUST-05444,2023-07,One year,Premium,0,65.57,No,Organic,Midwest,6,29,74.1,0,Yes
CUST-05445,2024-12,Month-to-month,Standard,3,60.92,Yes,Paid Search,South,12,12,86.6,0,No
CUST-05446,2025-04,One year,Standard,0,35.31,Yes,Organic,Midwest,8,8,78.6,0,No
CUST-05447,2025-08,Month-to-month,Premium,2,83.75,Yes,Sales-Assisted,Northeast,4,4,62.2,0,No
CUST-05448,2025-09,Month-to-month,Standard,0,35.44,Yes,Referral,South,1,3,92.3,0,Yes
CUST-05449,2025-07,Month-to-month,Standard,0,32.28,Yes,Paid Search,West,1,5,41.3,0,Yes
CUST-05450,2023-12,Month-to-month,Basic,0,15.01,Yes,Sales-Assisted,South,1,24,68.9,0,Yes
CUST-05451,2024-05,Month-to-month,Standard,2,49.26,Yes,Organic,South,19,19,49.8,0,No
CUST-05452,2025-05,One year,Basic,0,15.94,Yes,Referral,South,7,7,52.0,1,No
CUST-05453,2024-06,Month-to-month,Standard,1,41.7,No,Referral,Midwest,3,18,73.3,0,Yes
CUST-05454,2024-06,One year,Basic,1,23.02,Yes,Paid Search,South,18,18,53.5,2,No
CUST-05455,2025-04,Month-to-month,Premium,0,60.85,Yes,Paid Search,South,2,8,50.2,0,Yes
CUST-05456,2024-11,One year,Premium,0,65.23,Yes,Organic,Midwest,13,13,53.2,0,No
CUST-05457,2023-10,Two year,Basic,2,31.19,Yes,Paid Search,Midwest,26,26,34.6,3,No
CUST-05458,2024-09,Month-to-month,Basic,1,24.08,No,Paid Search,South,9,15,63.4,0,Yes
CUST-05459,2025-01,Month-to-month,Standard,0,33.0,No,Organic,Midwest,11,11,44.1,1,No
CUST-05460,2023-10,Month-to-month,Basic,2,33.8,Yes,Organic,West,26,26,79.3,0,No
CUST-05461,2024-10,Month-to-month,Premium,0,65.8,Yes,Organic,West,1,14,35.4,1,Yes
CUST-05462,2025-08,Month-to-month,Standard,1,44.73,No,Paid Search,Northeast,2,4,93.5,0,Yes
CUST-05463,2024-10,Month-to-month,Basic,1,22.77,No,Referral,Midwest,14,14,96.1,0,No
CUST-05464,2024-03,One year,Premium,3,88.74,Yes,Referral,Northeast,21,21,55.8,1,No
CUST-05465,2024-07,Two year,Standard,2,50.6,Yes,Organic,Midwest,6,17,56.2,1,Yes
CUST-05466,2023-11,One year,Standard,0,36.51,Yes,Referral,Northeast,6,25,56.7,0,Yes
CUST-05467,2025-04,Two year,Basic,3,37.92,No,Organic,South,8,8,57.7,0,No
CUST-05468,2024-08,One year,Premium,2,83.0,Yes,Referral,Midwest,16,16,72.2,0,No
