ticket_id,month,category,issue,self_service_eligible,resolution_minutes
KB-01381,1,Network & VPN,Can't connect to office VPN,Y,19.3
KB-01382,1,Network & VPN,Can't connect to office VPN,Y,14.3
KB-01383,1,Network & VPN,Can't connect to office VPN,Y,12.7
KB-01384,1,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01385,1,Network & VPN,Can't connect to office VPN,Y,17.5
KB-01386,1,Network & VPN,Can't connect to office VPN,Y,14.5
KB-01387,1,Network & VPN,Can't connect to office VPN,Y,10.3
KB-01388,1,Network & VPN,Can't connect to office VPN,Y,13.0
KB-01389,1,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01390,1,Network & VPN,Can't connect to office VPN,Y,12.9
KB-01391,1,Network & VPN,Can't connect to office VPN,Y,10.6
KB-01392,1,Network & VPN,Can't connect to office VPN,Y,10.6
KB-01393,1,Network & VPN,Can't connect to office VPN,Y,18.4
KB-01394,1,Network & VPN,Can't connect to office VPN,Y,17.0
KB-01395,1,Network & VPN,Can't connect to office VPN,Y,8.2
KB-01396,1,Network & VPN,Can't connect to office VPN,Y,10.3
KB-01397,1,Network & VPN,Can't connect to office VPN,Y,12.0
KB-01398,1,Network & VPN,Can't connect to office VPN,Y,12.2
KB-01399,1,Network & VPN,Can't connect to office VPN,Y,9.0
KB-01400,1,Network & VPN,Can't connect to office VPN,Y,16.5
KB-01401,1,Network & VPN,Can't connect to office VPN,Y,8.2
KB-01402,1,Network & VPN,Can't connect to office VPN,Y,15.8
KB-01403,1,Network & VPN,Can't connect to office VPN,Y,15.8
KB-01404,1,Network & VPN,Can't connect to office VPN,Y,12.3
KB-01405,1,Network & VPN,Can't connect to office VPN,Y,11.4
KB-01406,1,Network & VPN,Can't connect to office VPN,Y,13.7
KB-01407,1,Network & VPN,Can't connect to office VPN,Y,14.0
KB-01408,1,Network & VPN,Can't connect to office VPN,Y,6.6
KB-01409,2,Network & VPN,Can't connect to office VPN,Y,15.3
KB-01410,2,Network & VPN,Can't connect to office VPN,Y,13.2
KB-01411,2,Network & VPN,Can't connect to office VPN,Y,12.2
KB-01412,2,Network & VPN,Can't connect to office VPN,Y,10.2
KB-01413,2,Network & VPN,Can't connect to office VPN,Y,11.2
KB-01414,2,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01415,2,Network & VPN,Can't connect to office VPN,Y,22.7
KB-01416,2,Network & VPN,Can't connect to office VPN,Y,9.4
KB-01417,2,Network & VPN,Can't connect to office VPN,Y,18.6
KB-01418,2,Network & VPN,Can't connect to office VPN,Y,15.1
KB-01419,2,Network & VPN,Can't connect to office VPN,Y,14.2
KB-01420,2,Network & VPN,Can't connect to office VPN,Y,14.2
KB-01421,2,Network & VPN,Can't connect to office VPN,Y,12.3
KB-01422,2,Network & VPN,Can't connect to office VPN,Y,18.8
KB-01423,2,Network & VPN,Can't connect to office VPN,Y,15.2
KB-01424,2,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01425,2,Network & VPN,Can't connect to office VPN,Y,13.1
KB-01426,2,Network & VPN,Can't connect to office VPN,Y,14.2
KB-01427,2,Network & VPN,Can't connect to office VPN,Y,9.8
KB-01428,2,Network & VPN,Can't connect to office VPN,Y,12.5
KB-01429,2,Network & VPN,Can't connect to office VPN,Y,11.5
KB-01430,2,Network & VPN,Can't connect to office VPN,Y,15.6
KB-01431,2,Network & VPN,Can't connect to office VPN,Y,15.5
KB-01432,2,Network & VPN,Can't connect to office VPN,Y,7.4
KB-01433,2,Network & VPN,Can't connect to office VPN,Y,12.8
KB-01434,2,Network & VPN,Can't connect to office VPN,Y,16.8
KB-01435,2,Network & VPN,Can't connect to office VPN,Y,9.3
KB-01436,2,Network & VPN,Can't connect to office VPN,Y,9.6
KB-01437,2,Network & VPN,Can't connect to office VPN,Y,16.8
KB-01438,2,Network & VPN,Can't connect to office VPN,Y,13.1
KB-01439,2,Network & VPN,Can't connect to office VPN,Y,12.0
KB-01440,2,Network & VPN,Can't connect to office VPN,Y,9.5
KB-01441,2,Network & VPN,Can't connect to office VPN,Y,14.1
KB-01442,2,Network & VPN,Can't connect to office VPN,Y,11.7
KB-01443,3,Network & VPN,Can't connect to office VPN,Y,14.9
KB-01444,3,Network & VPN,Can't connect to office VPN,Y,15.8
KB-01445,3,Network & VPN,Can't connect to office VPN,Y,12.5
KB-01446,3,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01447,3,Network & VPN,Can't connect to office VPN,Y,13.6
KB-01448,3,Network & VPN,Can't connect to office VPN,Y,13.2
KB-01449,3,Network & VPN,Can't connect to office VPN,Y,14.1
KB-01450,3,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01451,3,Network & VPN,Can't connect to office VPN,Y,12.7
KB-01452,3,Network & VPN,Can't connect to office VPN,Y,11.6
KB-01453,3,Network & VPN,Can't connect to office VPN,Y,11.6
KB-01454,3,Network & VPN,Can't connect to office VPN,Y,14.0
KB-01455,3,Network & VPN,Can't connect to office VPN,Y,17.3
KB-01456,3,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01457,3,Network & VPN,Can't connect to office VPN,Y,15.5
KB-01458,3,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01459,3,Network & VPN,Can't connect to office VPN,Y,13.9
KB-01460,3,Network & VPN,Can't connect to office VPN,Y,15.8
KB-01461,3,Network & VPN,Can't connect to office VPN,Y,11.7
KB-01462,3,Network & VPN,Can't connect to office VPN,Y,15.4
KB-01463,3,Network & VPN,Can't connect to office VPN,Y,14.5
KB-01464,3,Network & VPN,Can't connect to office VPN,Y,2.0
KB-01465,3,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01466,3,Network & VPN,Can't connect to office VPN,Y,15.5
KB-01467,3,Network & VPN,Can't connect to office VPN,Y,20.0
KB-01468,3,Network & VPN,Can't connect to office VPN,Y,10.0
KB-01469,3,Network & VPN,Can't connect to office VPN,Y,13.8
KB-01470,3,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01471,3,Network & VPN,Can't connect to office VPN,Y,10.3
KB-01472,3,Network & VPN,Can't connect to office VPN,Y,17.5
KB-01473,3,Network & VPN,Can't connect to office VPN,Y,15.0
KB-01474,3,Network & VPN,Can't connect to office VPN,Y,10.9
KB-01475,3,Network & VPN,Can't connect to office VPN,Y,9.6
KB-01476,3,Network & VPN,Can't connect to office VPN,Y,12.1
KB-01477,3,Network & VPN,Can't connect to office VPN,Y,21.4
KB-01478,3,Network & VPN,Can't connect to office VPN,Y,20.7
KB-01479,3,Network & VPN,Can't connect to office VPN,Y,5.3
KB-01480,3,Network & VPN,Can't connect to office VPN,Y,7.5
KB-01481,3,Network & VPN,Can't connect to office VPN,Y,15.7
KB-01482,3,Network & VPN,Can't connect to office VPN,Y,13.2
KB-01483,3,Network & VPN,Can't connect to office VPN,Y,11.4
KB-01484,3,Network & VPN,Can't connect to office VPN,Y,15.5
KB-01485,3,Network & VPN,Can't connect to office VPN,Y,13.8
KB-01486,3,Network & VPN,Can't connect to office VPN,Y,14.5
KB-01487,3,Network & VPN,Can't connect to office VPN,Y,14.4
KB-01488,3,Network & VPN,Can't connect to office VPN,Y,9.9
KB-01489,4,Network & VPN,Can't connect to office VPN,Y,12.0
KB-01490,4,Network & VPN,Can't connect to office VPN,Y,17.3
KB-01491,4,Network & VPN,Can't connect to office VPN,Y,15.8
KB-01492,4,Network & VPN,Can't connect to office VPN,Y,13.7
KB-01493,4,Network & VPN,Can't connect to office VPN,Y,14.0
KB-01494,4,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01495,4,Network & VPN,Can't connect to office VPN,Y,7.4
KB-01496,4,Network & VPN,Can't connect to office VPN,Y,12.5
KB-01497,4,Network & VPN,Can't connect to office VPN,Y,14.9
KB-01498,4,Network & VPN,Can't connect to office VPN,Y,8.2
KB-01499,4,Network & VPN,Can't connect to office VPN,Y,8.6
KB-01500,4,Network & VPN,Can't connect to office VPN,Y,17.1
KB-01501,4,Network & VPN,Can't connect to office VPN,Y,16.2
KB-01502,4,Network & VPN,Can't connect to office VPN,Y,8.4
KB-01503,4,Network & VPN,Can't connect to office VPN,Y,15.1
KB-01504,4,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01505,4,Network & VPN,Can't connect to office VPN,Y,16.8
KB-01506,4,Network & VPN,Can't connect to office VPN,Y,12.4
KB-01507,4,Network & VPN,Can't connect to office VPN,Y,12.8
KB-01508,4,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01509,4,Network & VPN,Can't connect to office VPN,Y,14.1
KB-01510,4,Network & VPN,Can't connect to office VPN,Y,13.1
KB-01511,4,Network & VPN,Can't connect to office VPN,Y,11.4
KB-01512,4,Network & VPN,Can't connect to office VPN,Y,12.4
KB-01513,4,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01514,4,Network & VPN,Can't connect to office VPN,Y,15.6
KB-01515,4,Network & VPN,Can't connect to office VPN,Y,10.1
KB-01516,4,Network & VPN,Can't connect to office VPN,Y,8.4
KB-01517,4,Network & VPN,Can't connect to office VPN,Y,10.3
KB-01518,4,Network & VPN,Can't connect to office VPN,Y,17.1
KB-01519,4,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01520,4,Network & VPN,Can't connect to office VPN,Y,15.7
KB-01521,4,Network & VPN,Can't connect to office VPN,Y,16.0
KB-01522,4,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01523,4,Network & VPN,Can't connect to office VPN,Y,16.0
KB-01524,4,Network & VPN,Can't connect to office VPN,Y,15.2
KB-01525,4,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01526,4,Network & VPN,Can't connect to office VPN,Y,11.2
KB-01527,4,Network & VPN,Can't connect to office VPN,Y,13.3
KB-01528,4,Network & VPN,Can't connect to office VPN,Y,9.3
KB-01529,4,Network & VPN,Can't connect to office VPN,Y,12.6
KB-01530,4,Network & VPN,Can't connect to office VPN,Y,11.6
KB-01531,4,Network & VPN,Can't connect to office VPN,Y,15.0
KB-01532,4,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01533,4,Network & VPN,Can't connect to office VPN,Y,11.4
KB-01534,4,Network & VPN,Can't connect to office VPN,Y,16.4
KB-01535,4,Network & VPN,Can't connect to office VPN,Y,17.5
KB-01536,4,Network & VPN,Can't connect to office VPN,Y,13.7
KB-01537,4,Network & VPN,Can't connect to office VPN,Y,11.1
KB-01538,4,Network & VPN,Can't connect to office VPN,Y,15.2
KB-01539,4,Network & VPN,Can't connect to office VPN,Y,5.4
KB-01540,4,Network & VPN,Can't connect to office VPN,Y,11.6
KB-01541,4,Network & VPN,Can't connect to office VPN,Y,15.5
KB-01542,4,Network & VPN,Can't connect to office VPN,Y,20.2
KB-01543,5,Network & VPN,Can't connect to office VPN,Y,18.6
KB-01544,5,Network & VPN,Can't connect to office VPN,Y,21.3
KB-01545,5,Network & VPN,Can't connect to office VPN,Y,19.8
KB-01546,5,Network & VPN,Can't connect to office VPN,Y,5.7
KB-01547,5,Network & VPN,Can't connect to office VPN,Y,17.2
KB-01548,5,Network & VPN,Can't connect to office VPN,Y,14.2
KB-01549,5,Network & VPN,Can't connect to office VPN,Y,16.9
KB-01550,5,Network & VPN,Can't connect to office VPN,Y,12.9
KB-01551,5,Network & VPN,Can't connect to office VPN,Y,11.5
KB-01552,5,Network & VPN,Can't connect to office VPN,Y,12.8
KB-01553,5,Network & VPN,Can't connect to office VPN,Y,18.5
KB-01554,5,Network & VPN,Can't connect to office VPN,Y,16.3
KB-01555,5,Network & VPN,Can't connect to office VPN,Y,12.5
KB-01556,5,Network & VPN,Can't connect to office VPN,Y,14.8
KB-01557,5,Network & VPN,Can't connect to office VPN,Y,16.4
KB-01558,5,Network & VPN,Can't connect to office VPN,Y,15.4
KB-01559,5,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01560,5,Network & VPN,Can't connect to office VPN,Y,11.3
KB-01561,5,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01562,5,Network & VPN,Can't connect to office VPN,Y,12.1
KB-01563,5,Network & VPN,Can't connect to office VPN,Y,11.7
KB-01564,5,Network & VPN,Can't connect to office VPN,Y,8.2
KB-01565,5,Network & VPN,Can't connect to office VPN,Y,8.8
KB-01566,5,Network & VPN,Can't connect to office VPN,Y,16.4
KB-01567,5,Network & VPN,Can't connect to office VPN,Y,9.8
KB-01568,5,Network & VPN,Can't connect to office VPN,Y,9.1
KB-01569,5,Network & VPN,Can't connect to office VPN,Y,13.4
KB-01570,5,Network & VPN,Can't connect to office VPN,Y,18.3
KB-01571,5,Network & VPN,Can't connect to office VPN,Y,17.7
KB-01572,5,Network & VPN,Can't connect to office VPN,Y,12.1
KB-01573,5,Network & VPN,Can't connect to office VPN,Y,10.1
KB-01574,5,Network & VPN,Can't connect to office VPN,Y,11.7
KB-01575,5,Network & VPN,Can't connect to office VPN,Y,10.5
KB-01576,5,Network & VPN,Can't connect to office VPN,Y,11.7
KB-01577,5,Network & VPN,Can't connect to office VPN,Y,15.1
KB-01578,5,Network & VPN,Can't connect to office VPN,Y,9.9
KB-01579,5,Network & VPN,Can't connect to office VPN,Y,10.9
KB-01580,5,Network & VPN,Can't connect to office VPN,Y,12.6
KB-01581,6,Network & VPN,Can't connect to office VPN,Y,10.9
KB-01582,6,Network & VPN,Can't connect to office VPN,Y,10.9
KB-01583,6,Network & VPN,Can't connect to office VPN,Y,9.7
KB-01584,6,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01585,6,Network & VPN,Can't connect to office VPN,Y,15.3
KB-01586,6,Network & VPN,Can't connect to office VPN,Y,12.7
KB-01587,6,Network & VPN,Can't connect to office VPN,Y,3.1
KB-01588,6,Network & VPN,Can't connect to office VPN,Y,15.6
KB-01589,6,Network & VPN,Can't connect to office VPN,Y,13.3
KB-01590,6,Network & VPN,Can't connect to office VPN,Y,10.6
KB-01591,6,Network & VPN,Can't connect to office VPN,Y,12.7
KB-01592,6,Network & VPN,Can't connect to office VPN,Y,3.4
KB-01593,6,Network & VPN,Can't connect to office VPN,Y,8.0
KB-01594,6,Network & VPN,Can't connect to office VPN,Y,17.4
KB-01595,6,Network & VPN,Can't connect to office VPN,Y,20.7
KB-01596,6,Network & VPN,Can't connect to office VPN,Y,20.8
KB-01597,6,Network & VPN,Can't connect to office VPN,Y,11.0
KB-01598,6,Network & VPN,Can't connect to office VPN,Y,13.6
KB-01599,6,Network & VPN,Can't connect to office VPN,Y,16.1
KB-01600,6,Network & VPN,Can't connect to office VPN,Y,9.4
KB-01601,6,Network & VPN,Can't connect to office VPN,Y,19.4
KB-01602,6,Network & VPN,Can't connect to office VPN,Y,11.1
KB-01603,6,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01604,6,Network & VPN,Can't connect to office VPN,Y,9.6
KB-01605,6,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01606,6,Network & VPN,Can't connect to office VPN,Y,13.5
KB-01607,6,Network & VPN,Can't connect to office VPN,Y,17.1
KB-01608,6,Network & VPN,Can't connect to office VPN,Y,9.6
KB-01609,6,Network & VPN,Can't connect to office VPN,Y,13.5
KB-01610,6,Network & VPN,Can't connect to office VPN,Y,19.6
KB-01611,6,Network & VPN,Can't connect to office VPN,Y,9.5
KB-01612,6,Network & VPN,Can't connect to office VPN,Y,14.7
KB-01613,6,Network & VPN,Can't connect to office VPN,Y,15.0
KB-01614,6,Network & VPN,Can't connect to office VPN,Y,11.8
KB-01615,6,Network & VPN,Can't connect to office VPN,Y,12.6
KB-01616,6,Network & VPN,Can't connect to office VPN,Y,18.3
KB-01617,6,Network & VPN,Can't connect to office VPN,Y,17.3
KB-01618,6,Network & VPN,Can't connect to office VPN,Y,15.4
KB-01619,6,Network & VPN,Can't connect to office VPN,Y,14.4
KB-01620,6,Network & VPN,Can't connect to office VPN,Y,9.7
KB-01621,6,Network & VPN,Can't connect to office VPN,Y,13.8
KB-01622,6,Network & VPN,Can't connect to office VPN,Y,19.5
KB-01623,6,Network & VPN,Can't connect to office VPN,Y,17.1
KB-01624,6,Network & VPN,Can't connect to office VPN,Y,8.9
KB-01625,1,Network & VPN,Can't connect to office wifi,Y,6.7
KB-01626,1,Network & VPN,Can't connect to office wifi,Y,8.3
KB-01627,1,Network & VPN,Can't connect to office wifi,Y,6.9
KB-01628,1,Network & VPN,Can't connect to office wifi,Y,7.4
KB-01629,1,Network & VPN,Can't connect to office wifi,Y,8.7
KB-01630,1,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01631,1,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01632,1,Network & VPN,Can't connect to office wifi,Y,10.5
KB-01633,1,Network & VPN,Can't connect to office wifi,Y,5.2
KB-01634,1,Network & VPN,Can't connect to office wifi,Y,8.9
KB-01635,1,Network & VPN,Can't connect to office wifi,Y,8.9
KB-01636,1,Network & VPN,Can't connect to office wifi,Y,5.0
KB-01637,1,Network & VPN,Can't connect to office wifi,Y,10.5
KB-01638,1,Network & VPN,Can't connect to office wifi,Y,4.8
KB-01639,1,Network & VPN,Can't connect to office wifi,Y,5.1
KB-01640,1,Network & VPN,Can't connect to office wifi,Y,13.3
KB-01641,1,Network & VPN,Can't connect to office wifi,Y,10.6
KB-01642,1,Network & VPN,Can't connect to office wifi,Y,8.8
KB-01643,2,Network & VPN,Can't connect to office wifi,Y,10.3
KB-01644,2,Network & VPN,Can't connect to office wifi,Y,5.7
KB-01645,2,Network & VPN,Can't connect to office wifi,Y,9.0
KB-01646,2,Network & VPN,Can't connect to office wifi,Y,10.8
KB-01647,2,Network & VPN,Can't connect to office wifi,Y,7.7
KB-01648,2,Network & VPN,Can't connect to office wifi,Y,8.1
KB-01649,2,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01650,2,Network & VPN,Can't connect to office wifi,Y,9.5
KB-01651,2,Network & VPN,Can't connect to office wifi,Y,6.9
KB-01652,2,Network & VPN,Can't connect to office wifi,Y,6.8
KB-01653,2,Network & VPN,Can't connect to office wifi,Y,5.5
KB-01654,2,Network & VPN,Can't connect to office wifi,Y,6.1
KB-01655,2,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01656,2,Network & VPN,Can't connect to office wifi,Y,8.9
KB-01657,2,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01658,2,Network & VPN,Can't connect to office wifi,Y,5.9
KB-01659,2,Network & VPN,Can't connect to office wifi,Y,8.7
KB-01660,2,Network & VPN,Can't connect to office wifi,Y,8.7
KB-01661,2,Network & VPN,Can't connect to office wifi,Y,10.6
KB-01662,2,Network & VPN,Can't connect to office wifi,Y,7.0
KB-01663,2,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01664,2,Network & VPN,Can't connect to office wifi,Y,9.0
KB-01665,2,Network & VPN,Can't connect to office wifi,Y,11.1
KB-01666,2,Network & VPN,Can't connect to office wifi,Y,7.9
KB-01667,2,Network & VPN,Can't connect to office wifi,Y,7.8
KB-01668,2,Network & VPN,Can't connect to office wifi,Y,6.1
KB-01669,2,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01670,2,Network & VPN,Can't connect to office wifi,Y,9.9
KB-01671,2,Network & VPN,Can't connect to office wifi,Y,9.7
KB-01672,2,Network & VPN,Can't connect to office wifi,Y,10.2
KB-01673,2,Network & VPN,Can't connect to office wifi,Y,4.7
KB-01674,2,Network & VPN,Can't connect to office wifi,Y,9.7
KB-01675,2,Network & VPN,Can't connect to office wifi,Y,6.1
KB-01676,2,Network & VPN,Can't connect to office wifi,Y,9.2
KB-01677,2,Network & VPN,Can't connect to office wifi,Y,3.2
KB-01678,2,Network & VPN,Can't connect to office wifi,Y,7.8
KB-01679,3,Network & VPN,Can't connect to office wifi,Y,10.6
KB-01680,3,Network & VPN,Can't connect to office wifi,Y,8.2
KB-01681,3,Network & VPN,Can't connect to office wifi,Y,10.6
KB-01682,3,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01683,3,Network & VPN,Can't connect to office wifi,Y,12.0
KB-01684,3,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01685,3,Network & VPN,Can't connect to office wifi,Y,11.8
KB-01686,3,Network & VPN,Can't connect to office wifi,Y,7.0
KB-01687,3,Network & VPN,Can't connect to office wifi,Y,6.0
KB-01688,3,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01689,3,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01690,3,Network & VPN,Can't connect to office wifi,Y,7.9
KB-01691,3,Network & VPN,Can't connect to office wifi,Y,5.3
KB-01692,3,Network & VPN,Can't connect to office wifi,Y,7.3
KB-01693,3,Network & VPN,Can't connect to office wifi,Y,8.2
KB-01694,3,Network & VPN,Can't connect to office wifi,Y,6.6
KB-01695,3,Network & VPN,Can't connect to office wifi,Y,8.8
KB-01696,3,Network & VPN,Can't connect to office wifi,Y,3.4
KB-01697,3,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01698,3,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01699,3,Network & VPN,Can't connect to office wifi,Y,11.0
KB-01700,3,Network & VPN,Can't connect to office wifi,Y,7.3
KB-01701,3,Network & VPN,Can't connect to office wifi,Y,6.7
KB-01702,3,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01703,4,Network & VPN,Can't connect to office wifi,Y,9.2
KB-01704,4,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01705,4,Network & VPN,Can't connect to office wifi,Y,6.4
KB-01706,4,Network & VPN,Can't connect to office wifi,Y,8.9
KB-01707,4,Network & VPN,Can't connect to office wifi,Y,9.7
KB-01708,4,Network & VPN,Can't connect to office wifi,Y,4.5
KB-01709,4,Network & VPN,Can't connect to office wifi,Y,5.9
KB-01710,4,Network & VPN,Can't connect to office wifi,Y,6.6
KB-01711,4,Network & VPN,Can't connect to office wifi,Y,11.5
KB-01712,4,Network & VPN,Can't connect to office wifi,Y,10.5
KB-01713,4,Network & VPN,Can't connect to office wifi,Y,9.6
KB-01714,4,Network & VPN,Can't connect to office wifi,Y,9.0
KB-01715,4,Network & VPN,Can't connect to office wifi,Y,5.7
KB-01716,4,Network & VPN,Can't connect to office wifi,Y,10.3
KB-01717,4,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01718,4,Network & VPN,Can't connect to office wifi,Y,6.4
KB-01719,4,Network & VPN,Can't connect to office wifi,Y,11.9
KB-01720,4,Network & VPN,Can't connect to office wifi,Y,5.1
KB-01721,4,Network & VPN,Can't connect to office wifi,Y,10.8
KB-01722,4,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01723,4,Network & VPN,Can't connect to office wifi,Y,6.1
KB-01724,4,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01725,4,Network & VPN,Can't connect to office wifi,Y,6.3
KB-01726,4,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01727,4,Network & VPN,Can't connect to office wifi,Y,6.7
KB-01728,4,Network & VPN,Can't connect to office wifi,Y,5.6
KB-01729,4,Network & VPN,Can't connect to office wifi,Y,13.4
KB-01730,4,Network & VPN,Can't connect to office wifi,Y,7.0
KB-01731,4,Network & VPN,Can't connect to office wifi,Y,10.0
KB-01732,4,Network & VPN,Can't connect to office wifi,Y,7.9
KB-01733,5,Network & VPN,Can't connect to office wifi,Y,5.4
KB-01734,5,Network & VPN,Can't connect to office wifi,Y,5.9
KB-01735,5,Network & VPN,Can't connect to office wifi,Y,2.0
KB-01736,5,Network & VPN,Can't connect to office wifi,Y,10.0
KB-01737,5,Network & VPN,Can't connect to office wifi,Y,8.9
KB-01738,5,Network & VPN,Can't connect to office wifi,Y,5.6
KB-01739,5,Network & VPN,Can't connect to office wifi,Y,9.7
KB-01740,5,Network & VPN,Can't connect to office wifi,Y,9.2
KB-01741,5,Network & VPN,Can't connect to office wifi,Y,13.9
KB-01742,5,Network & VPN,Can't connect to office wifi,Y,8.5
KB-01743,5,Network & VPN,Can't connect to office wifi,Y,9.9
KB-01744,5,Network & VPN,Can't connect to office wifi,Y,9.2
KB-01745,5,Network & VPN,Can't connect to office wifi,Y,9.6
KB-01746,5,Network & VPN,Can't connect to office wifi,Y,8.0
KB-01747,5,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01748,5,Network & VPN,Can't connect to office wifi,Y,9.4
KB-01749,5,Network & VPN,Can't connect to office wifi,Y,10.5
KB-01750,5,Network & VPN,Can't connect to office wifi,Y,5.6
KB-01751,5,Network & VPN,Can't connect to office wifi,Y,5.7
KB-01752,5,Network & VPN,Can't connect to office wifi,Y,7.9
KB-01753,5,Network & VPN,Can't connect to office wifi,Y,11.7
KB-01754,5,Network & VPN,Can't connect to office wifi,Y,7.6
KB-01755,5,Network & VPN,Can't connect to office wifi,Y,4.6
KB-01756,5,Network & VPN,Can't connect to office wifi,Y,9.6
KB-01757,5,Network & VPN,Can't connect to office wifi,Y,9.5
KB-01758,5,Network & VPN,Can't connect to office wifi,Y,11.9
KB-01759,5,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01760,5,Network & VPN,Can't connect to office wifi,Y,12.0
KB-01761,5,Network & VPN,Can't connect to office wifi,Y,6.5
KB-01762,5,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01763,5,Network & VPN,Can't connect to office wifi,Y,8.3
KB-01764,5,Network & VPN,Can't connect to office wifi,Y,5.6
KB-01765,5,Network & VPN,Can't connect to office wifi,Y,7.4
KB-01766,6,Network & VPN,Can't connect to office wifi,Y,10.3
KB-01767,6,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01768,6,Network & VPN,Can't connect to office wifi,Y,10.3
KB-01769,6,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01770,6,Network & VPN,Can't connect to office wifi,Y,9.8
KB-01771,6,Network & VPN,Can't connect to office wifi,Y,8.6
KB-01772,6,Network & VPN,Can't connect to office wifi,Y,8.6
KB-01773,6,Network & VPN,Can't connect to office wifi,Y,6.3
KB-01774,6,Network & VPN,Can't connect to office wifi,Y,7.9
KB-01775,6,Network & VPN,Can't connect to office wifi,Y,8.3
KB-01776,6,Network & VPN,Can't connect to office wifi,Y,6.5
KB-01777,6,Network & VPN,Can't connect to office wifi,Y,7.4
KB-01778,6,Network & VPN,Can't connect to office wifi,Y,8.3
KB-01779,6,Network & VPN,Can't connect to office wifi,Y,8.4
KB-01780,6,Network & VPN,Can't connect to office wifi,Y,10.1
KB-01781,6,Network & VPN,Can't connect to office wifi,Y,5.9
KB-01782,6,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01783,6,Network & VPN,Can't connect to office wifi,Y,8.6
KB-01784,6,Network & VPN,Can't connect to office wifi,Y,7.2
KB-01785,6,Network & VPN,Can't connect to office wifi,Y,8.7
KB-01786,6,Network & VPN,Can't connect to office wifi,Y,7.1
KB-01787,6,Network & VPN,Can't connect to office wifi,Y,10.4
KB-01788,6,Network & VPN,Can't connect to office wifi,Y,7.5
KB-01789,6,Network & VPN,Can't connect to office wifi,Y,5.7
KB-01790,6,Network & VPN,Can't connect to office wifi,Y,9.5
KB-01791,6,Network & VPN,Can't connect to office wifi,Y,11.4
KB-01792,6,Network & VPN,Can't connect to office wifi,Y,4.1
KB-01793,6,Network & VPN,Can't connect to office wifi,Y,7.7
KB-01794,6,Network & VPN,Can't connect to office wifi,Y,8.2
KB-01795,6,Network & VPN,Can't connect to office wifi,Y,10.1
KB-01796,6,Network & VPN,Can't connect to office wifi,Y,11.0
KB-01797,6,Network & VPN,Can't connect to office wifi,Y,7.7
KB-01798,6,Network & VPN,Can't connect to office wifi,Y,4.9
KB-01799,6,Network & VPN,Can't connect to office wifi,Y,9.4
KB-01800,6,Network & VPN,Can't connect to office wifi,Y,10.0
KB-01801,6,Network & VPN,Can't connect to office wifi,Y,9.0
KB-01802,1,Network & VPN,VPN gateway down (site-wide),N,75.6
KB-01803,1,Network & VPN,VPN gateway down (site-wide),N,153.7
