employee_id,hire_month,department,channel,level,comp_ratio,manager_span,overtime_hours_monthly,avg_engagement_score,tenure_months,months_observable,terminated_voluntary
EMP-00864,2025-06,Finance & Accounting,Job Board,Senior,0.818,9,2.8,48.2,6,6,No
EMP-00865,2025-06,Finance & Accounting,Job Board,Mid,1.091,8,8.2,96.2,6,6,No
EMP-00866,2025-07,Finance & Accounting,Job Board,Entry,0.954,8,2.3,72.9,5,5,No
EMP-00867,2025-07,Finance & Accounting,Job Board,Entry,0.98,8,0.0,41.0,1,5,Yes
EMP-00868,2025-07,Finance & Accounting,Job Board,Senior,0.837,9,6.7,85.0,5,5,No
EMP-00869,2025-08,Finance & Accounting,Job Board,Entry,1.035,10,3.1,65.9,4,4,No
EMP-00870,2025-08,Finance & Accounting,Job Board,Mid,1.082,13,4.6,83.6,4,4,No
EMP-00871,2025-09,Finance & Accounting,Job Board,Entry,0.863,6,1.0,62.8,3,3,No
EMP-00872,2025-09,Finance & Accounting,Job Board,Entry,1.004,9,3.5,95.8,3,3,No
EMP-00873,2025-10,Finance & Accounting,Job Board,Mid,0.837,6,3.2,54.2,2,2,No
EMP-00874,2025-10,Finance & Accounting,Job Board,Manager,1.036,9,0.0,96.3,2,2,No
EMP-00875,2025-11,Finance & Accounting,Job Board,Entry,1.009,4,7.8,68.3,1,1,No
EMP-00876,2025-11,Finance & Accounting,Job Board,Mid,0.982,5,3.6,53.4,1,1,No
EMP-00877,2025-12,Finance & Accounting,Job Board,Senior,0.995,8,12.4,50.9,1,1,No
EMP-00878,2024-01,Finance & Accounting,Employee Referral,Entry,0.9,6,5.3,46.9,23,23,No
EMP-00879,2024-02,Finance & Accounting,Employee Referral,Senior,0.986,6,11.0,57.2,22,22,No
EMP-00880,2024-02,Finance & Accounting,Employee Referral,Mid,0.998,4,12.5,62.0,22,22,No
EMP-00881,2024-03,Finance & Accounting,Employee Referral,Entry,0.91,7,6.8,63.9,21,21,No
EMP-00882,2024-03,Finance & Accounting,Employee Referral,Entry,0.971,7,7.3,45.9,21,21,No
EMP-00883,2024-04,Finance & Accounting,Employee Referral,Entry,0.91,7,9.6,93.0,1,20,Yes
EMP-00884,2024-04,Finance & Accounting,Employee Referral,Entry,1.045,6,6.4,72.9,20,20,No
EMP-00885,2024-05,Finance & Accounting,Employee Referral,Entry,1.052,10,6.3,27.2,17,19,Yes
EMP-00886,2024-05,Finance & Accounting,Employee Referral,Mid,0.906,7,0.0,72.3,19,19,No
EMP-00887,2024-05,Finance & Accounting,Employee Referral,Mid,0.919,5,5.0,59.4,19,19,No
EMP-00888,2024-06,Finance & Accounting,Employee Referral,Senior,1.113,4,12.4,86.1,18,18,No
EMP-00889,2024-06,Finance & Accounting,Employee Referral,Entry,1.086,3,7.2,40.9,18,18,No
EMP-00890,2024-06,Finance & Accounting,Employee Referral,Entry,0.94,8,10.4,59.2,5,18,Yes
EMP-00891,2024-07,Finance & Accounting,Employee Referral,Entry,0.958,8,5.6,66.3,17,17,No
EMP-00892,2024-07,Finance & Accounting,Employee Referral,Manager,0.954,7,0.0,61.1,17,17,No
EMP-00893,2024-08,Finance & Accounting,Employee Referral,Mid,1.211,10,0.0,80.6,16,16,No
EMP-00894,2024-08,Finance & Accounting,Employee Referral,Senior,0.921,9,1.8,56.1,16,16,No
EMP-00895,2024-08,Finance & Accounting,Employee Referral,Mid,1.161,7,12.8,79.3,16,16,Yes
EMP-00896,2024-08,Finance & Accounting,Employee Referral,Entry,0.832,5,4.0,58.5,16,16,No
EMP-00897,2024-08,Finance & Accounting,Employee Referral,Entry,0.892,4,4.6,86.2,16,16,No
EMP-00898,2024-09,Finance & Accounting,Employee Referral,Mid,1.009,6,7.8,78.1,15,15,No
EMP-00899,2024-09,Finance & Accounting,Employee Referral,Senior,1.006,9,6.6,66.6,15,15,No
EMP-00900,2024-09,Finance & Accounting,Employee Referral,Entry,1.02,7,1.7,64.7,15,15,No
EMP-00901,2024-10,Finance & Accounting,Employee Referral,Mid,1.024,3,10.0,63.0,14,14,No
EMP-00902,2024-10,Finance & Accounting,Employee Referral,Senior,1.092,9,3.1,44.3,14,14,No
EMP-00903,2024-10,Finance & Accounting,Employee Referral,Entry,0.911,5,0.0,84.0,14,14,No
EMP-00904,2024-11,Finance & Accounting,Employee Referral,Entry,1.044,3,3.0,70.3,6,13,Yes
EMP-00905,2024-11,Finance & Accounting,Employee Referral,Entry,0.925,14,13.7,96.1,13,13,No
EMP-00906,2024-12,Finance & Accounting,Employee Referral,Mid,1.078,5,10.6,31.3,12,12,No
EMP-00907,2025-01,Finance & Accounting,Employee Referral,Entry,0.898,3,0.0,80.1,11,11,No
EMP-00908,2025-02,Finance & Accounting,Employee Referral,Entry,1.053,5,3.9,89.9,10,10,No
EMP-00909,2025-03,Finance & Accounting,Employee Referral,Entry,1.001,7,16.7,65.3,5,9,Yes
EMP-00910,2025-03,Finance & Accounting,Employee Referral,Mid,1.003,7,0.0,72.2,9,9,No
EMP-00911,2025-04,Finance & Accounting,Employee Referral,Manager,0.915,4,7.4,63.1,8,8,No
EMP-00912,2025-04,Finance & Accounting,Employee Referral,Entry,1.021,9,8.0,71.2,8,8,No
EMP-00913,2025-05,Finance & Accounting,Employee Referral,Mid,1.038,8,0.0,63.4,7,7,No
EMP-00914,2025-05,Finance & Accounting,Employee Referral,Entry,1.049,11,0.0,70.9,7,7,No
EMP-00915,2025-05,Finance & Accounting,Employee Referral,Senior,1.065,7,7.8,60.0,7,7,No
EMP-00916,2025-06,Finance & Accounting,Employee Referral,Entry,1.069,3,4.6,34.0,6,6,No
EMP-00917,2025-07,Finance & Accounting,Employee Referral,Mid,0.862,9,12.1,53.4,3,5,Yes
EMP-00918,2025-08,Finance & Accounting,Employee Referral,Mid,1.033,6,10.8,63.2,4,4,No
EMP-00919,2025-08,Finance & Accounting,Employee Referral,Entry,0.94,5,4.1,44.3,4,4,No
EMP-00920,2025-08,Finance & Accounting,Employee Referral,Entry,1.18,3,0.0,53.5,4,4,No
EMP-00921,2025-09,Finance & Accounting,Employee Referral,Manager,1.13,9,0.0,73.7,3,3,No
EMP-00922,2025-09,Finance & Accounting,Employee Referral,Manager,0.994,6,3.2,80.5,3,3,No
EMP-00923,2025-09,Finance & Accounting,Employee Referral,Mid,1.009,3,8.3,65.5,3,3,No
EMP-00924,2025-10,Finance & Accounting,Employee Referral,Entry,0.958,8,0.0,65.8,2,2,No
EMP-00925,2025-11,Finance & Accounting,Employee Referral,Senior,1.11,8,8.4,72.4,1,1,No
EMP-00926,2025-11,Finance & Accounting,Employee Referral,Entry,0.877,4,4.1,55.1,1,1,No
EMP-00927,2025-12,Finance & Accounting,Employee Referral,Senior,1.021,5,9.8,71.6,1,1,No
EMP-00928,2025-12,Finance & Accounting,Employee Referral,Manager,0.79,8,15.6,48.8,1,1,No
EMP-00929,2024-01,Finance & Accounting,Agency,Entry,0.993,5,8.5,28.8,23,23,No
EMP-00930,2024-02,Finance & Accounting,Agency,Entry,0.947,9,1.1,45.9,22,22,No
EMP-00931,2024-02,Finance & Accounting,Agency,Mid,0.977,5,5.5,84.6,22,22,No
EMP-00932,2024-03,Finance & Accounting,Agency,Manager,1.084,6,11.6,82.3,21,21,No
EMP-00933,2024-03,Finance & Accounting,Agency,Entry,0.868,8,0.0,73.1,2,21,Yes
EMP-00934,2024-04,Finance & Accounting,Agency,Manager,0.88,5,10.0,64.4,3,20,Yes
EMP-00935,2024-04,Finance & Accounting,Agency,Entry,1.027,8,0.0,74.3,20,20,No
EMP-00936,2024-05,Finance & Accounting,Agency,Mid,1.093,5,1.7,18.2,2,19,Yes
EMP-00937,2024-06,Finance & Accounting,Agency,Mid,0.914,8,11.5,57.5,18,18,No
EMP-00938,2024-07,Finance & Accounting,Agency,Senior,0.989,6,7.2,61.6,17,17,No
EMP-00939,2024-07,Finance & Accounting,Agency,Entry,1.058,3,5.4,52.8,4,17,Yes
EMP-00940,2024-07,Finance & Accounting,Agency,Mid,1.07,8,4.3,39.8,10,17,Yes
EMP-00941,2024-08,Finance & Accounting,Agency,Mid,0.889,7,1.6,40.6,16,16,No
EMP-00942,2024-08,Finance & Accounting,Agency,Entry,0.992,13,0.0,90.3,16,16,No
EMP-00943,2024-09,Finance & Accounting,Agency,Senior,1.055,7,0.5,86.2,15,15,No
EMP-00944,2024-09,Finance & Accounting,Agency,Senior,0.926,6,0.0,76.4,15,15,No
EMP-00945,2024-10,Finance & Accounting,Agency,Entry,0.882,8,1.4,88.0,14,14,No
EMP-00946,2024-10,Finance & Accounting,Agency,Entry,0.855,5,2.9,69.7,14,14,No
EMP-00947,2024-11,Finance & Accounting,Agency,Mid,1.061,7,3.7,27.5,13,13,No
EMP-00948,2024-12,Finance & Accounting,Agency,Mid,1.117,4,5.5,54.1,12,12,No
EMP-00949,2024-12,Finance & Accounting,Agency,Manager,1.043,4,0.0,67.3,12,12,No
EMP-00950,2025-01,Finance & Accounting,Agency,Entry,0.855,6,4.9,62.0,11,11,No
EMP-00951,2025-02,Finance & Accounting,Agency,Senior,0.978,5,18.8,41.8,10,10,No
EMP-00952,2025-03,Finance & Accounting,Agency,Mid,1.056,3,2.2,54.6,9,9,No
EMP-00953,2025-03,Finance & Accounting,Agency,Mid,0.962,6,0.1,48.2,9,9,No
EMP-00954,2025-04,Finance & Accounting,Agency,Entry,0.88,5,1.8,59.1,8,8,No
EMP-00955,2025-04,Finance & Accounting,Agency,Mid,0.962,10,12.6,59.5,8,8,No
EMP-00956,2025-04,Finance & Accounting,Agency,Senior,1.014,7,0.0,65.7,8,8,No
EMP-00957,2025-05,Finance & Accounting,Agency,Entry,0.951,8,5.8,58.1,1,7,Yes
EMP-00958,2025-06,Finance & Accounting,Agency,Entry,0.844,8,10.8,79.0,6,6,No
EMP-00959,2025-07,Finance & Accounting,Agency,Entry,0.97,4,0.0,77.2,2,5,Yes
EMP-00960,2025-08,Finance & Accounting,Agency,Entry,0.933,3,10.9,71.7,4,4,No
EMP-00961,2025-09,Finance & Accounting,Agency,Manager,0.989,6,4.0,59.7,3,3,No
EMP-00962,2025-09,Finance & Accounting,Agency,Senior,1.028,8,2.0,49.7,3,3,No
EMP-00963,2025-10,Finance & Accounting,Agency,Senior,0.825,6,8.8,67.0,2,2,No
EMP-00964,2025-11,Finance & Accounting,Agency,Entry,0.946,8,0.0,63.8,1,1,No
EMP-00965,2025-12,Finance & Accounting,Agency,Mid,1.04,6,0.0,44.0,1,1,No
EMP-00966,2024-01,Finance & Accounting,Campus,Entry,1.092,6,11.2,56.1,23,23,No
EMP-00967,2024-02,Finance & Accounting,Campus,Senior,0.907,8,3.5,80.9,22,22,No
EMP-00968,2024-04,Finance & Accounting,Campus,Entry,1.143,5,8.2,65.6,1,20,Yes
EMP-00969,2024-05,Finance & Accounting,Campus,Senior,1.022,5,0.0,92.3,19,19,No
EMP-00970,2024-06,Finance & Accounting,Campus,Entry,1.131,8,13.5,74.2,18,18,No
EMP-00971,2024-07,Finance & Accounting,Campus,Mid,0.958,6,2.2,55.3,17,17,No
EMP-00972,2024-08,Finance & Accounting,Campus,Senior,1.233,9,4.7,48.9,3,16,Yes
EMP-00973,2024-09,Finance & Accounting,Campus,Entry,0.951,10,2.1,59.3,15,15,No
EMP-00974,2024-10,Finance & Accounting,Campus,Entry,0.964,9,6.0,77.2,3,14,Yes
EMP-00975,2024-11,Finance & Accounting,Campus,Mid,1.1,6,12.1,55.7,13,13,No
EMP-00976,2024-12,Finance & Accounting,Campus,Mid,0.919,10,0.0,51.7,1,12,Yes
EMP-00977,2025-01,Finance & Accounting,Campus,Entry,1.013,7,10.2,90.7,11,11,No
EMP-00978,2025-02,Finance & Accounting,Campus,Entry,1.013,7,2.6,71.8,10,10,No
EMP-00979,2025-03,Finance & Accounting,Campus,Mid,0.859,8,4.0,63.3,9,9,No
EMP-00980,2025-04,Finance & Accounting,Campus,Senior,1.107,8,0.3,57.2,1,8,Yes
EMP-00981,2025-05,Finance & Accounting,Campus,Entry,0.953,6,0.0,60.4,7,7,No
EMP-00982,2025-06,Finance & Accounting,Campus,Manager,0.838,7,2.8,76.3,6,6,No
EMP-00983,2025-07,Finance & Accounting,Campus,Mid,0.954,8,14.5,59.4,5,5,No
EMP-00984,2025-08,Finance & Accounting,Campus,Mid,1.007,4,11.9,71.4,4,4,No
EMP-00985,2025-09,Finance & Accounting,Campus,Mid,1.056,3,0.0,77.6,3,3,No
EMP-00986,2025-10,Finance & Accounting,Campus,Mid,0.987,11,4.6,74.3,2,2,No
EMP-00987,2025-11,Finance & Accounting,Campus,Entry,0.967,10,3.7,78.7,1,1,No
EMP-00988,2025-12,Finance & Accounting,Campus,Entry,0.898,7,13.8,51.6,1,1,No
EMP-00989,2024-01,Finance & Accounting,Internal Transfer,Mid,1.043,10,1.0,31.6,9,23,Yes
EMP-00990,2024-02,Finance & Accounting,Internal Transfer,Mid,1.063,7,5.3,76.3,22,22,No
EMP-00991,2024-05,Finance & Accounting,Internal Transfer,Entry,1.084,7,1.3,71.1,19,19,No
EMP-00992,2024-05,Finance & Accounting,Internal Transfer,Entry,0.787,5,0.6,68.5,19,19,No
EMP-00993,2024-06,Finance & Accounting,Internal Transfer,Mid,1.167,6,0.0,50.3,18,18,No
EMP-00994,2024-06,Finance & Accounting,Internal Transfer,Entry,1.007,8,9.6,66.7,18,18,No
EMP-00995,2024-07,Finance & Accounting,Internal Transfer,Entry,1.028,6,11.9,80.2,17,17,No
EMP-00996,2024-08,Finance & Accounting,Internal Transfer,Senior,0.909,7,9.7,67.8,16,16,No
EMP-00997,2024-08,Finance & Accounting,Internal Transfer,Entry,1.011,6,0.8,74.2,7,16,Yes
EMP-00998,2024-09,Finance & Accounting,Internal Transfer,Senior,0.967,10,0.0,71.8,2,15,Yes
EMP-00999,2024-09,Finance & Accounting,Internal Transfer,Entry,0.884,5,8.2,72.0,3,15,Yes
EMP-01000,2024-10,Finance & Accounting,Internal Transfer,Senior,0.983,4,7.8,75.7,14,14,No
EMP-01001,2024-10,Finance & Accounting,Internal Transfer,Mid,0.91,8,0.0,87.8,14,14,No
EMP-01002,2024-11,Finance & Accounting,Internal Transfer,Mid,0.854,7,8.1,40.5,13,13,No
EMP-01003,2024-11,Finance & Accounting,Internal Transfer,Entry,0.863,4,14.8,64.5,13,13,No
EMP-01004,2024-12,Finance & Accounting,Internal Transfer,Manager,0.947,7,8.8,51.9,12,12,No
EMP-01005,2024-12,Finance & Accounting,Internal Transfer,Mid,1.191,6,6.7,87.2,12,12,No
EMP-01006,2025-01,Finance & Accounting,Internal Transfer,Mid,0.958,8,0.0,86.1,11,11,No
EMP-01007,2025-02,Finance & Accounting,Internal Transfer,Senior,1.015,11,9.6,94.5,10,10,No
EMP-01008,2025-02,Finance & Accounting,Internal Transfer,Mid,0.919,6,5.5,98.6,10,10,No
EMP-01009,2025-03,Finance & Accounting,Internal Transfer,Mid,1.022,10,0.0,57.5,9,9,No
EMP-01010,2025-03,Finance & Accounting,Internal Transfer,Senior,0.941,6,15.3,59.5,9,9,No
EMP-01011,2025-04,Finance & Accounting,Internal Transfer,Mid,0.805,6,9.3,82.2,1,8,Yes
EMP-01012,2025-04,Finance & Accounting,Internal Transfer,Entry,1.171,3,5.9,80.8,8,8,No
EMP-01013,2025-05,Finance & Accounting,Internal Transfer,Manager,0.958,5,2.3,76.0,7,7,No
EMP-01014,2025-05,Finance & Accounting,Internal Transfer,Mid,1.141,9,5.0,69.7,7,7,No
EMP-01015,2025-06,Finance & Accounting,Internal Transfer,Manager,0.994,6,4.9,69.6,6,6,No
EMP-01016,2025-06,Finance & Accounting,Internal Transfer,Mid,1.065,7,0.0,43.1,6,6,No
EMP-01017,2025-07,Finance & Accounting,Internal Transfer,Mid,0.951,11,4.1,68.4,5,5,No
EMP-01018,2025-08,Finance & Accounting,Internal Transfer,Entry,0.998,4,0.0,52.1,4,4,No
EMP-01019,2025-09,Finance & Accounting,Internal Transfer,Entry,0.92,6,0.0,57.2,3,3,No
EMP-01020,2025-10,Finance & Accounting,Internal Transfer,Entry,0.875,6,10.9,77.1,2,2,No
EMP-01021,2025-10,Finance & Accounting,Internal Transfer,Entry,1.184,5,2.4,56.5,2,2,No
EMP-01022,2025-11,Finance & Accounting,Internal Transfer,Entry,0.994,10,1.6,56.9,1,1,No
EMP-01023,2025-11,Finance & Accounting,Internal Transfer,Entry,0.75,5,6.8,63.6,1,1,No
EMP-01024,2025-11,Finance & Accounting,Internal Transfer,Entry,0.926,3,12.3,50.4,1,1,No
EMP-01025,2025-11,Finance & Accounting,Internal Transfer,Mid,0.957,7,9.9,50.9,1,1,No
EMP-01026,2025-12,Finance & Accounting,Internal Transfer,Entry,0.89,7,11.1,84.0,1,1,No
EMP-01027,2025-12,Finance & Accounting,Internal Transfer,Mid,0.847,8,23.3,80.7,1,1,No
EMP-01028,2025-12,Finance & Accounting,Internal Transfer,Mid,1.095,9,9.9,81.9,1,1,No
EMP-01029,2024-01,Marketing,Job Board,Manager,1.04,7,10.7,68.7,23,23,No
EMP-01030,2024-01,Marketing,Job Board,Entry,0.971,4,1.3,81.4,21,23,Yes
EMP-01031,2024-02,Marketing,Job Board,Mid,0.996,6,7.8,96.2,10,22,Yes
EMP-01032,2024-02,Marketing,Job Board,Entry,1.021,8,0.0,81.5,22,22,No
EMP-01033,2024-03,Marketing,Job Board,Senior,0.908,12,5.5,50.0,1,21,Yes
EMP-01034,2024-04,Marketing,Job Board,Entry,0.958,9,3.3,73.4,3,20,Yes
EMP-01035,2024-04,Marketing,Job Board,Mid,1.009,6,0.0,79.6,9,20,Yes
EMP-01036,2024-05,Marketing,Job Board,Mid,0.886,8,7.3,75.2,19,19,No
EMP-01037,2024-05,Marketing,Job Board,Mid,1.09,3,6.4,77.6,12,19,Yes
EMP-01038,2024-05,Marketing,Job Board,Mid,0.986,3,0.0,56.4,2,19,Yes
EMP-01039,2024-06,Marketing,Job Board,Entry,1.081,3,0.0,97.2,1,18,Yes
EMP-01040,2024-06,Marketing,Job Board,Entry,0.944,9,9.0,39.4,1,18,Yes
EMP-01041,2024-07,Marketing,Job Board,Entry,0.961,7,9.7,48.5,17,17,No
EMP-01042,2024-07,Marketing,Job Board,Senior,0.832,3,7.2,88.2,1,17,Yes
EMP-01043,2024-07,Marketing,Job Board,Entry,0.861,8,4.9,88.8,17,17,No
EMP-01044,2024-08,Marketing,Job Board,Mid,1.081,3,3.1,61.3,16,16,No
EMP-01045,2024-08,Marketing,Job Board,Senior,0.839,7,3.0,85.0,2,16,Yes
EMP-01046,2024-09,Marketing,Job Board,Senior,1.053,3,0.0,88.3,1,15,Yes
EMP-01047,2024-10,Marketing,Job Board,Entry,0.89,5,19.9,59.8,14,14,No
EMP-01048,2024-10,Marketing,Job Board,Entry,1.104,3,0.0,64.0,14,14,No
EMP-01049,2024-11,Marketing,Job Board,Entry,1.075,9,5.4,36.2,13,13,No
EMP-01050,2024-12,Marketing,Job Board,Mid,0.947,5,9.6,100.0,2,12,Yes
EMP-01051,2024-12,Marketing,Job Board,Senior,0.867,8,7.5,62.1,9,12,Yes
EMP-01052,2025-01,Marketing,Job Board,Mid,0.943,6,14.3,64.6,11,11,No
EMP-01053,2025-01,Marketing,Job Board,Senior,0.911,9,4.4,41.3,1,11,Yes
EMP-01054,2025-02,Marketing,Job Board,Mid,0.996,7,8.5,83.6,10,10,No
EMP-01055,2025-02,Marketing,Job Board,Entry,1.01,10,13.7,42.8,3,10,Yes
EMP-01056,2025-02,Marketing,Job Board,Entry,1.066,13,6.4,53.0,1,10,Yes
EMP-01057,2025-02,Marketing,Job Board,Mid,1.035,9,13.1,73.9,10,10,No
EMP-01058,2025-03,Marketing,Job Board,Senior,1.063,10,14.4,68.1,9,9,No
EMP-01059,2025-03,Marketing,Job Board,Manager,0.75,6,0.1,49.6,6,9,Yes
EMP-01060,2025-04,Marketing,Job Board,Entry,1.045,7,0.0,65.2,3,8,Yes
EMP-01061,2025-04,Marketing,Job Board,Mid,1.053,7,6.9,55.6,8,8,No
EMP-01062,2025-05,Marketing,Job Board,Entry,0.87,6,6.5,92.8,7,7,No
EMP-01063,2025-06,Marketing,Job Board,Senior,0.886,12,0.5,73.6,6,6,No
EMP-01064,2025-06,Marketing,Job Board,Senior,0.956,5,4.5,71.6,6,6,No
EMP-01065,2025-07,Marketing,Job Board,Senior,0.978,4,7.4,99.3,3,5,Yes
EMP-01066,2025-07,Marketing,Job Board,Entry,0.867,9,7.8,36.8,5,5,No
EMP-01067,2025-08,Marketing,Job Board,Entry,1.027,4,2.1,66.7,4,4,No
EMP-01068,2025-08,Marketing,Job Board,Senior,0.973,10,0.0,56.3,1,4,Yes
EMP-01069,2025-09,Marketing,Job Board,Manager,1.06,5,10.6,76.8,3,3,No
EMP-01070,2025-09,Marketing,Job Board,Entry,1.021,3,0.0,88.8,3,3,No
EMP-01071,2025-10,Marketing,Job Board,Senior,0.827,9,0.0,60.9,2,2,No
EMP-01072,2025-10,Marketing,Job Board,Entry,0.974,6,11.5,70.5,2,2,No
EMP-01073,2025-11,Marketing,Job Board,Senior,1.029,5,5.3,95.9,1,1,No
EMP-01074,2025-11,Marketing,Job Board,Entry,1.143,8,6.5,90.2,1,1,No
EMP-01075,2025-12,Marketing,Job Board,Mid,1.007,6,0.0,41.2,1,1,No
EMP-01076,2025-12,Marketing,Job Board,Manager,1.112,9,0.0,100.0,1,1,No
EMP-01077,2024-01,Marketing,Employee Referral,Entry,1.156,5,16.6,52.6,23,23,No
EMP-01078,2024-01,Marketing,Employee Referral,Entry,1.057,8,7.7,52.4,21,23,Yes
EMP-01079,2024-02,Marketing,Employee Referral,Entry,0.933,8,8.7,76.6,8,22,Yes
EMP-01080,2024-03,Marketing,Employee Referral,Entry,0.844,4,2.9,62.2,21,21,No
EMP-01081,2024-03,Marketing,Employee Referral,Entry,0.906,3,0.0,76.4,21,21,No
EMP-01082,2024-04,Marketing,Employee Referral,Mid,0.999,9,8.6,69.4,20,20,No
EMP-01083,2024-04,Marketing,Employee Referral,Senior,0.963,9,2.8,63.0,20,20,No
EMP-01084,2024-05,Marketing,Employee Referral,Mid,1.046,10,0.0,84.0,19,19,No
EMP-01085,2024-05,Marketing,Employee Referral,Senior,0.858,8,7.3,44.1,19,19,No
EMP-01086,2024-06,Marketing,Employee Referral,Entry,0.84,14,0.0,80.9,11,18,Yes
EMP-01087,2024-06,Marketing,Employee Referral,Mid,0.917,5,2.0,55.2,18,18,No
EMP-01088,2024-07,Marketing,Employee Referral,Entry,0.839,4,1.0,88.8,2,17,Yes
EMP-01089,2024-07,Marketing,Employee Referral,Mid,1.115,8,4.4,45.7,17,17,No
EMP-01090,2024-08,Marketing,Employee Referral,Entry,0.977,7,0.5,52.3,16,16,No
EMP-01091,2024-08,Marketing,Employee Referral,Senior,0.938,9,0.0,82.8,16,16,Yes
EMP-01092,2024-08,Marketing,Employee Referral,Senior,1.101,9,2.7,35.9,16,16,No
EMP-01093,2024-09,Marketing,Employee Referral,Mid,0.947,8,0.0,94.5,15,15,No
EMP-01094,2024-09,Marketing,Employee Referral,Entry,1.025,7,5.6,42.6,2,15,Yes
EMP-01095,2024-09,Marketing,Employee Referral,Entry,0.855,8,8.8,41.3,15,15,No
EMP-01096,2024-10,Marketing,Employee Referral,Mid,1.027,5,0.0,46.2,14,14,No
EMP-01097,2024-10,Marketing,Employee Referral,Entry,0.75,6,0.0,81.4,13,14,Yes
EMP-01098,2024-11,Marketing,Employee Referral,Senior,1.033,4,6.7,74.1,13,13,No
EMP-01099,2024-11,Marketing,Employee Referral,Entry,0.991,11,6.1,61.5,13,13,No
EMP-01100,2024-11,Marketing,Employee Referral,Senior,1.029,5,2.2,82.3,13,13,No
EMP-01101,2024-12,Marketing,Employee Referral,Entry,0.938,4,0.8,67.7,12,12,No
EMP-01102,2025-01,Marketing,Employee Referral,Mid,0.813,9,3.2,54.3,11,11,No
EMP-01103,2025-01,Marketing,Employee Referral,Entry,0.826,8,1.1,45.3,11,11,No
EMP-01104,2025-02,Marketing,Employee Referral,Entry,0.977,7,2.8,60.4,10,10,No
EMP-01105,2025-03,Marketing,Employee Referral,Entry,1.047,5,3.0,80.1,9,9,No
EMP-01106,2025-03,Marketing,Employee Referral,Senior,0.929,7,2.4,96.3,9,9,No
EMP-01107,2025-03,Marketing,Employee Referral,Entry,0.901,3,2.4,88.1,9,9,No
EMP-01108,2025-04,Marketing,Employee Referral,Entry,1.005,3,5.2,65.8,8,8,No
EMP-01109,2025-05,Marketing,Employee Referral,Mid,1.045,10,2.8,58.4,7,7,No
EMP-01110,2025-05,Marketing,Employee Referral,Entry,0.938,9,2.5,73.8,7,7,No
EMP-01111,2025-06,Marketing,Employee Referral,Mid,0.921,8,1.0,71.1,6,6,No
EMP-01112,2025-06,Marketing,Employee Referral,Manager,0.938,3,6.4,96.3,5,6,Yes
EMP-01113,2025-06,Marketing,Employee Referral,Senior,0.862,8,3.8,75.8,6,6,No
EMP-01114,2025-07,Marketing,Employee Referral,Senior,1.073,9,0.0,70.5,5,5,No
EMP-01115,2025-07,Marketing,Employee Referral,Entry,1.105,3,0.0,59.0,5,5,No
EMP-01116,2025-07,Marketing,Employee Referral,Mid,0.924,9,12.5,33.2,5,5,No
EMP-01117,2025-08,Marketing,Employee Referral,Senior,0.94,10,12.9,49.9,4,4,No
EMP-01118,2025-09,Marketing,Employee Referral,Entry,1.004,8,0.2,49.1,3,3,No
EMP-01119,2025-09,Marketing,Employee Referral,Entry,0.983,6,3.2,59.4,3,3,No
EMP-01120,2025-09,Marketing,Employee Referral,Entry,0.897,6,12.3,84.0,3,3,No
EMP-01121,2025-09,Marketing,Employee Referral,Entry,1.059,7,1.9,100.0,3,3,No
EMP-01122,2025-10,Marketing,Employee Referral,Entry,1.073,9,14.0,48.0,2,2,No
EMP-01123,2025-10,Marketing,Employee Referral,Entry,0.947,4,4.8,58.1,2,2,No
EMP-01124,2025-11,Marketing,Employee Referral,Entry,0.897,12,3.1,79.8,1,1,No
EMP-01125,2025-11,Marketing,Employee Referral,Senior,0.958,3,0.0,57.7,1,1,No
EMP-01126,2025-12,Marketing,Employee Referral,Entry,0.848,9,12.5,44.3,1,1,No
EMP-01127,2025-12,Marketing,Employee Referral,Entry,1.103,9,0.0,58.3,1,1,No
EMP-01128,2025-12,Marketing,Employee Referral,Mid,1.062,10,0.0,100.0,1,1,No
EMP-01129,2024-01,Marketing,Agency,Mid,0.945,3,0.0,65.7,1,23,Yes
EMP-01130,2024-01,Marketing,Agency,Entry,0.854,6,0.0,70.4,23,23,No
EMP-01131,2024-02,Marketing,Agency,Entry,0.942,6,13.2,50.3,22,22,No
EMP-01132,2024-03,Marketing,Agency,Manager,0.78,8,9.0,61.0,21,21,No
EMP-01133,2024-03,Marketing,Agency,Mid,0.833,8,0.2,87.7,21,21,No
EMP-01134,2024-04,Marketing,Agency,Senior,0.928,8,0.0,44.4,4,20,Yes
EMP-01135,2024-04,Marketing,Agency,Entry,0.872,7,3.7,89.8,20,20,No
EMP-01136,2024-05,Marketing,Agency,Senior,0.963,9,19.1,29.3,19,19,No
EMP-01137,2024-05,Marketing,Agency,Entry,0.75,8,1.0,58.1,19,19,No
EMP-01138,2024-05,Marketing,Agency,Entry,1.146,5,0.0,90.4,19,19,No
EMP-01139,2024-06,Marketing,Agency,Mid,1.028,9,0.0,30.9,18,18,No
EMP-01140,2024-06,Marketing,Agency,Entry,0.835,11,8.4,59.7,18,18,No
EMP-01141,2024-07,Marketing,Agency,Mid,0.946,7,8.4,90.1,17,17,No
EMP-01142,2024-08,Marketing,Agency,Senior,0.914,3,0.0,76.5,16,16,No
EMP-01143,2024-09,Marketing,Agency,Mid,0.797,5,4.1,63.5,4,15,Yes
