month,region,category,budget_revenue,budget_discount_pct,budget_cogs_pct,actual_revenue,actual_discount_pct,actual_cogs_pct,budget_net_revenue,budget_cogs,budget_profit,actual_net_revenue,actual_cogs,actual_profit,profit_variance
2025-03,West,Personal Care,175067.55,0.11,0.54,172019.01,0.1207,0.5377,155810.12,84137.46,71672.66,151256.32,81330.52,69925.8,-1746.86
2025-04,West,Personal Care,181895.25,0.11,0.54,187365.5,0.1084,0.5332,161886.77,87418.86,74467.91,167055.08,89073.77,77981.31,3513.4
2025-05,West,Personal Care,186933.16,0.11,0.54,187868.58,0.1054,0.5513,166370.51,89840.08,76530.43,168067.23,92655.46,75411.77,-1118.66
2025-06,West,Personal Care,192024.11,0.11,0.54,191955.76,0.0974,0.5459,170901.46,92286.79,78614.67,173259.27,94582.24,78677.03,62.36
2025-07,West,Personal Care,189584.7,0.11,0.54,187721.58,0.0959,0.529,168730.38,91114.41,77615.97,169719.08,89781.39,79937.69,2321.72
2025-08,West,Personal Care,196637.78,0.11,0.54,196425.64,0.1228,0.5182,175007.62,94504.11,80503.51,172304.57,89288.23,83016.34,2512.83
2025-09,West,Personal Care,201848.04,0.11,0.54,208143.9,0.1199,0.5426,179644.76,97008.17,82636.59,183187.45,99397.51,83789.94,1153.35
2025-10,West,Personal Care,212918.2,0.11,0.54,202521.17,0.1056,0.5273,189497.2,102328.49,87168.71,181134.93,95512.45,85622.48,-1546.23
2025-11,West,Personal Care,253354.1,0.11,0.54,249933.79,0.1158,0.5373,225485.15,121761.98,103723.17,220991.46,118738.71,102252.75,-1470.42
2025-12,West,Personal Care,239380.51,0.11,0.54,230544.62,0.1123,0.5426,213048.65,115046.27,98002.38,204654.46,111045.51,93608.95,-4393.43
2024-01,West,Outdoor & Sporting,111292.44,0.13,0.6,111631.15,0.122,0.5987,96824.42,58094.65,38729.77,98012.15,58679.87,39332.28,602.51
2024-02,West,Outdoor & Sporting,109689.82,0.13,0.6,112711.7,0.127,0.5952,95430.14,57258.08,38172.06,98397.31,58566.08,39831.23,1659.17
2024-03,West,Outdoor & Sporting,119354.95,0.13,0.6,111270.67,0.1441,0.5995,103838.81,62303.29,41535.52,95236.57,57094.32,38142.25,-3393.27
2024-04,West,Outdoor & Sporting,124093.54,0.13,0.6,133286.23,0.1314,0.5843,107961.38,64776.83,43184.55,115772.42,67645.83,48126.59,4942.04
2024-05,West,Outdoor & Sporting,127615.33,0.13,0.6,116379.59,0.1398,0.5955,111025.34,66615.2,44410.14,100109.72,59615.34,40494.38,-3915.76
2024-06,West,Outdoor & Sporting,131176.68,0.13,0.6,121618.44,0.131,0.6034,114123.71,68474.23,45649.48,105686.42,63771.19,41915.23,-3734.25
2024-07,West,Outdoor & Sporting,129593.86,0.13,0.6,117945.55,0.1226,0.6045,112746.66,67648.0,45098.66,103485.43,62556.94,40928.49,-4170.17
2024-08,West,Outdoor & Sporting,134500.62,0.13,0.6,140763.64,0.1355,0.5999,117015.54,70209.32,46806.22,121690.17,73001.93,48688.24,1882.02
2024-09,West,Outdoor & Sporting,138151.01,0.13,0.6,134739.5,0.1304,0.6027,120191.38,72114.83,48076.55,117169.47,70618.04,46551.43,-1525.12
2024-10,West,Outdoor & Sporting,145817.82,0.13,0.6,159045.93,0.1415,0.6023,126861.5,76116.9,50744.6,136540.93,82238.6,54302.33,3557.73
2024-11,West,Outdoor & Sporting,173616.2,0.13,0.6,171393.93,0.1281,0.5954,151046.09,90627.65,60418.44,149438.37,88975.61,60462.76,44.32
2024-12,West,Outdoor & Sporting,164139.03,0.13,0.6,172995.16,0.1462,0.5928,142800.96,85680.58,57120.38,147703.27,87558.5,60144.77,3024.39
2025-01,West,Outdoor & Sporting,121976.51,0.13,0.6,114929.22,0.1198,0.5884,106119.56,63671.74,42447.82,101160.7,59522.96,41637.74,-810.08
2025-02,West,Outdoor & Sporting,120136.47,0.13,0.6,121761.85,0.1285,0.5897,104518.73,62711.24,41807.49,106115.45,62576.28,43539.17,1731.68
2025-03,West,Outdoor & Sporting,130632.59,0.13,0.6,127614.34,0.1175,0.6056,113650.35,68190.21,45460.14,112619.66,68202.47,44417.19,-1042.95
2025-04,West,Outdoor & Sporting,135727.31,0.13,0.6,129402.92,0.1351,0.6004,118082.76,70849.66,47233.1,111920.59,67197.12,44723.47,-2509.63
2025-05,West,Outdoor & Sporting,139486.52,0.13,0.6,153104.34,0.1481,0.5944,121353.27,72811.96,48541.31,130429.59,77527.35,52902.24,4360.93
2025-06,West,Outdoor & Sporting,143285.3,0.13,0.6,151796.02,0.136,0.5962,124658.21,74794.93,49863.28,131151.76,78192.68,52959.08,3095.8
2025-07,West,Outdoor & Sporting,141465.05,0.13,0.6,137961.15,0.1177,0.5909,123074.59,73844.75,49229.84,121723.12,71926.19,49796.93,567.09
2025-08,West,Outdoor & Sporting,146727.95,0.13,0.6,135760.37,0.1432,0.5834,127653.32,76591.99,51061.33,116319.49,67860.79,48458.7,-2602.63
2025-09,West,Outdoor & Sporting,150615.76,0.13,0.6,149867.4,0.1233,0.6043,131035.71,78621.43,52414.28,131388.75,79398.22,51990.53,-423.75
2025-10,West,Outdoor & Sporting,158876.13,0.13,0.6,156706.65,0.1455,0.6068,138222.23,82933.34,55288.89,133905.83,81254.06,52651.77,-2637.12
2025-11,West,Outdoor & Sporting,189048.75,0.13,0.6,190023.67,0.1148,0.5902,164472.41,98683.45,65788.96,168208.95,99276.92,68932.03,3143.07
2025-12,West,Outdoor & Sporting,178621.89,0.13,0.6,175176.09,0.1377,0.5862,155401.04,93240.62,62160.42,151054.34,88548.05,62506.29,345.87
2024-01,West,Pet Supplies,123131.94,0.09,0.56,120002.24,0.0753,0.5608,112050.07,62748.04,49302.03,110966.07,62229.77,48736.3,-565.73
2024-02,West,Pet Supplies,121358.84,0.09,0.56,123302.0,0.0921,0.5533,110436.54,61844.46,48592.08,111945.89,61939.66,50006.23,1414.15
2024-03,West,Pet Supplies,132052.17,0.09,0.56,143730.18,0.0846,0.5556,120167.47,67293.78,52873.69,131570.61,73100.63,58469.98,5596.29
2024-04,West,Pet Supplies,137294.85,0.09,0.56,142877.39,0.078,0.5621,124938.31,69965.45,54972.86,131732.95,74047.09,57685.86,2713.0
2024-05,West,Pet Supplies,141191.29,0.09,0.56,135601.23,0.0982,0.5659,128484.07,71951.08,56532.99,122285.19,69201.19,53084.0,-3448.99
2024-06,West,Pet Supplies,145131.51,0.09,0.56,144648.1,0.0881,0.5711,132069.67,73959.02,58110.65,131904.6,75330.72,56573.88,-1536.77
2024-07,West,Pet Supplies,143380.3,0.09,0.56,141728.07,0.0837,0.5669,130476.07,73066.6,57409.47,129865.43,73620.71,56244.72,-1164.75
2024-08,West,Pet Supplies,148809.06,0.09,0.56,154266.62,0.0886,0.5632,135416.24,75833.09,59583.15,140598.6,79185.13,61413.47,1830.32
2024-09,West,Pet Supplies,152847.78,0.09,0.56,154287.16,0.0946,0.5598,139091.48,77891.23,61200.25,139691.59,78199.35,61492.24,291.99
2024-10,West,Pet Supplies,161330.21,0.09,0.56,162491.36,0.1066,0.5704,146810.49,82213.87,64596.62,145169.78,82804.84,62364.94,-2231.68
2024-11,West,Pet Supplies,192085.83,0.09,0.56,197711.17,0.0854,0.5546,174798.11,97886.94,76911.17,180826.64,100286.45,80540.19,3629.02
2024-12,West,Pet Supplies,181600.46,0.09,0.56,172865.67,0.0894,0.5671,165256.42,92543.6,72712.82,157411.48,89268.05,68143.43,-4569.39
2025-01,West,Pet Supplies,134952.61,0.09,0.56,132659.99,0.0873,0.5759,122806.88,68771.85,54035.03,121078.77,69729.26,51349.51,-2685.52
2025-02,West,Pet Supplies,132916.83,0.09,0.56,132371.2,0.0796,0.5719,120954.32,67734.42,53219.9,121834.45,69677.12,52157.33,-1062.57
2025-03,West,Pet Supplies,144529.54,0.09,0.56,137051.07,0.0828,0.5707,131521.88,73652.25,57869.63,125703.24,71738.84,53964.4,-3905.23
2025-04,West,Pet Supplies,150166.24,0.09,0.56,157650.13,0.0786,0.553,136651.28,76524.72,60126.56,145258.83,80328.13,64930.7,4804.14
2025-05,West,Pet Supplies,154325.37,0.09,0.56,162363.22,0.1011,0.5645,140436.09,78644.21,61791.88,145948.3,82387.82,63560.48,1768.6
2025-06,West,Pet Supplies,158528.27,0.09,0.56,156494.89,0.0913,0.562,144260.73,80786.01,63474.72,142206.91,79920.28,62286.63,-1188.09
2025-07,West,Pet Supplies,156514.38,0.09,0.56,160114.24,0.0899,0.5565,142428.09,79759.73,62668.36,145719.97,81093.16,64626.81,1958.45
2025-08,West,Pet Supplies,162337.15,0.09,0.56,149365.29,0.0929,0.562,147726.81,82727.01,64999.8,135489.25,76144.96,59344.29,-5655.51
2025-09,West,Pet Supplies,166638.56,0.09,0.56,165645.63,0.085,0.5453,151641.09,84919.01,66722.08,151565.75,82648.8,68916.95,2194.87
2025-10,West,Pet Supplies,175777.69,0.09,0.56,173874.36,0.1004,0.5507,159957.7,89576.31,70381.39,156417.37,86139.05,70278.32,-103.07
2025-11,West,Pet Supplies,209160.12,0.09,0.56,223130.16,0.1036,0.5646,190335.71,106588.0,83747.71,200013.88,112927.84,87086.04,3338.33
2025-12,West,Pet Supplies,197624.03,0.09,0.56,199553.85,0.0735,0.553,179837.87,100709.21,79128.66,184886.64,102242.31,82644.33,3515.67
